,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,datetime,par1,par1_type,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pCO2,fCO2,aqueous_CO2,xCO2,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,fco2_air,fco2_sea,deltafco2,distance_to_shore,datenum,dayofyear,month,year,sc_fco2_air,ms_fco2_air
25,25,25,177,2006-08-31,373.72728443017655,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.5,18.912006420545747,0.0,0.0,409.7614285714286,10137.64727655187,67.34975626424773,0.0,0.0,27832.07078810498,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,366.9204599790503,365.66668480815406,12.083270214583836,373.72728443017655,0.0330443995042673,1.2642955037026655e-06,8.727032409791361e-10,3.5787544442680914e-14,2.157458269698293e-09,0.1222714614094621,0.0025961565330905,0.0245546086528883,9.79759989446418e-07,1.212252970139298e-09,3.2825172037892326e-10,3.6418819147606127e-10,2.536877075041304e-07,4.225505153133149e-07,6.517076320285001e-07,0.996562128793527,0.97819539894171,0.7339218964249998,1e-07,1e-07,4.885844831460674,54.581983146067415,365.66668480815406,401.5476011235955,4.436065191845984,148.7188957900791,13391.0,243,8,2006,365.0864050797056,0.5802797284484313
41,41,41,197,2008-04-30,392.0218280265819,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.80762304250559,7.54495405952037,0.0,0.0,413.41511139341645,10228.040722901476,67.95028776958159,0.0,0.0,28080.2385068026,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,388.0264075983566,386.4968499779952,18.045602061331824,392.0218280265819,0.0466901487945059,9.702166313727442e-07,5.690275749509714e-10,1.1895936815472354e-14,1.572256294518722e-09,0.1951482208344654,0.0032424459578662,0.0248939277141606,7.783941138904159e-07,6.532424242058851e-10,2.0136234550575438e-10,1.4308354139491022e-10,1.610714364036265e-07,4.287034598032144e-07,6.762037231413583e-07,0.9960249064940409,0.9894924989902352,0.7774181413453283,1.0000000000000001e-07,1.0000000000000001e-07,4.989621207743427,54.85562785322161,386.4968499779952,284.22249849754405,-98.48100624197724,173.8655331046662,13999.0,121,4,2008,385.9325187460672,0.5643312319280085
42,42,42,198,2008-05-31,391.3888449751244,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.82913368983957,11.584121393034824,0.0,0.0,413.67059642475175,10234.361515810526,67.99228014219115,0.0,0.0,28097.591720115564,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,387.4834672255837,385.9835365763609,17.19223145696387,391.3888449751244,0.0445412546202296,1.0063300657034966e-06,6.021319482347091e-10,1.3744962939648915e-14,1.639245240541132e-09,0.1836847674246939,0.0031544160123268,0.0248987818257621,8.042829565396368e-07,7.06913407810509e-10,2.1486861791313742e-10,1.6119288694023703e-10,1.7130437999572705e-07,4.2916424105054393e-07,6.754024489914463e-07,0.9962268578036558,0.9884515144420004,0.7721436826284434,1.0000000000000001e-07,1.0000000000000001e-07,4.8726527363184085,54.74053897180763,385.9835365763609,284.7264550580431,-69.23133871539831,165.02219610311613,14030.0,152,5,2008,383.1812108469251,2.802325729435779
53,53,53,210,2009-05-31,392.1869461979914,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.15148161764706,11.2412087517934,0.0,0.0,405.6220259558824,10035.236945256547,66.66939023221641,0.0,0.0,27550.91170727591,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,386.4217520306379,384.975602245611,15.807404367599071,392.1869461979914,0.041060754590071,1.0681645106903918e-06,6.57162858554512e-10,1.7724523474707e-14,1.7541390747856291e-09,0.1620435373843231,0.0029593294325544,0.0247632666417893,8.45664185075238e-07,8.241630563660981e-10,2.410483410245195e-10,2.0187292580182647e-10,1.9121139771435682e-07,4.191725468472705e-07,6.574353321108619e-07,0.9962106646060828,0.9862462900471546,0.7603422428449886,1e-07,1e-07,5.204193041606887,53.82740236728838,384.975602245611,255.2225973816356,-119.30558110590512,63.77845014957058,14395.0,151,5,2009,385.3463381533579,-0.370735907746905
57,57,57,214,2009-09-30,378.2641964187328,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.48708312342569,17.7885608815427,0.0,0.0,409.60801298308746,10133.851718910564,67.32454036601658,0.0,0.0,27821.65039902737,0.0,0.0,83.14462618000002,0.0,0.0,1.0,1.0,371.459099784014,370.1604237643568,12.893520209112074,378.2641964187328,0.0348283770437944,1.2148943873586868e-06,8.15214277383884e-10,3.023035862315465e-14,2.0518157017563703e-09,0.1313163287913756,0.0026861087597241,0.0246416297321887,9.46893997087837e-07,1.101666396364624e-09,3.0464780987268046e-10,3.1501791666674994e-10,2.3708708100503893e-07,4.230373190235389e-07,6.554054153484461e-07,0.9965134086464176,0.9805188133541596,0.7408104211596677,1e-07,1e-07,5.235687988980716,53.738576033057846,370.1604237643568,408.12618991735536,44.510721575693545,53.938646336151294,14517.0,273,9,2009,372.6501842675413,-2.4897605031845274
58,58,58,227,2010-10-31,390.4936375,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.490125,13.571125,0.0,0.0,397.7669989285714,9840.90071007628,65.3783117683823,0.0,0.0,27017.37767253577,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,384.6166530167261,383.2023203211595,15.125697468944242,390.4936375,0.039471827800852,1.0981280516721926e-06,6.8262883534641e-10,2.010498793790229e-14,1.809718255668757e-09,0.1508251768772236,0.0028459322411377,0.0246312006729256,8.643145940928534e-07,8.962704035834802e-10,2.5527924781013227e-10,2.2706844823581752e-10,2.020696174278783e-07,4.090529971546632e-07,6.405555201260083e-07,0.996322747246396,0.9849498585643656,0.7534164139178544,1e-07,1e-07,3.5241875,51.93425,383.2023203211595,373.45725,-9.745070321159524,26.7426957790794,14913.0,304,10,2010,380.36746061272146,2.834859708438046
59,59,59,230,2011-01-31,395.1507718411552,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.10159711191336,4.952590108303249,0.0,0.0,393.1523976977824,9726.733791626251,64.61984050564323,0.0,0.0,26703.94185559721,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,391.8090966818321,390.19729748033535,20.65593473573808,395.1507718411552,0.0529343688079579,8.758137082500958e-07,4.805969722896973e-10,8.377013064224993e-15,1.3975804886674054e-09,0.2162369586559098,0.0033552015387091,0.0246080199075161,7.067703903061236e-07,5.562270216931743e-10,1.714995465881831e-10,1.1008377844680779e-10,1.3857613885875488e-07,4.035986323812286e-07,6.414725814723611e-07,0.9958863404372406,0.9915431908869324,0.7838219289933118,1e-07,1e-07,4.54183321299639,53.10585270758123,390.19729748033535,347.8943249097473,-42.302972570588025,20.574161572003067,15005.0,31,1,2011,392.2075845383853,-2.0102870580499257
60,60,60,235,2011-06-30,391.569899469496,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.36607161803713,15.060794429708222,0.0,0.0,408.1707420462296,10098.293111431323,67.08830571694153,0.0,0.0,27724.02718789261,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,385.0770007502384,383.68744611795967,14.402473144665857,391.569899469496,0.0375363846029641,1.146222929081165e-06,7.384042141298112e-10,2.3639457928251527e-14,1.909152559995769e-09,0.1446773054095851,0.002810965048596,0.0247251524893852,9.002523932224992e-07,9.635401651750982e-10,2.73633441795096e-10,2.5611127101065416e-10,2.149749052869199e-07,4.21852701530801e-07,6.57462001651131e-07,0.9963915155514136,0.9834182585448098,0.7500481249639986,1.0000000000000001e-07,1.0000000000000001e-07,4.551449602122016,54.25460424403183,383.68744611795967,381.4977106100796,-2.189735507880081,126.18728837561818,15155.0,181,6,2011,385.9162068312674,-2.228760713307736
61,61,61,236,2011-07-31,389.5655608695652,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.95155652173913,13.845917391304347,0.0,0.0,415.12462988819874,10270.33483431471,68.231269936093,0.0,0.0,28196.353486014366,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,383.6015353400037,382.19586617637617,14.835251129703613,389.5655608695652,0.0388158324337858,1.1194977060319465e-06,7.141347521380226e-10,2.1138667086541483e-14,1.8577954152380403e-09,0.1538002383915354,0.0029078055435702,0.0248554096061728,8.840137750672218e-07,8.948149817519086e-10,2.6028483261201155e-10,2.3051693173726788e-10,2.0495674456131613e-07,4.309112814542009e-07,6.726633279710111e-07,0.9963356008350536,0.9846905729738364,0.7561413967035383,1e-07,1e-07,3.6243,56.49539565217391,382.19586617637617,378.8490565217391,-3.3468096546370654,251.1400767670092,15186.0,212,7,2011,381.14491299990675,1.0509531764694202
62,62,62,239,2011-10-31,387.63195128205126,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.505136094674555,15.48973372781065,0.0,0.0,409.8224307016061,10139.15649151389,67.35978277800082,0.0,0.0,27836.2142127588,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,381.0280744993385,379.6606160493666,14.05467020140536,387.63195128205126,0.0370187879879698,1.1590576316452271e-06,7.529968374247664e-10,2.4674924622331823e-14,1.9356351445981353e-09,0.1425664564170583,0.0027949374232014,0.0247335654574451,9.095252377781992e-07,9.844380993291946e-10,2.7886568892820587e-10,2.6493062951134476e-10,2.1868617116597893e-07,4.2385834474434573e-07,6.59813292354784e-07,0.996411145932666,0.9829635939087104,0.7487594474850289,1e-07,1e-07,6.237299999999999,55.77112662721894,379.6606160493666,417.9878124260355,38.32719637666891,119.08959399012328,15278.0,304,10,2011,382.46193675209366,-2.8013207027270823
63,63,63,240,2011-11-30,394.66624932659937,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.63672777777778,12.151646144781145,0.0,0.0,399.5082210634921,9883.979181116105,65.66450485101986,0.0,0.0,27135.646046125454,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,389.2384739754245,387.7806528500967,16.015935935392736,394.6662493265993,0.0412995317411787,1.0626295290324215e-06,6.49299155576191e-10,1.7653986625935472e-14,1.742178710866282e-09,0.1605116025868536,0.0029338239637975,0.024685591504769,8.404235001454656e-07,8.292423396785283e-10,2.4026113645136484e-10,2.0253052409102848e-10,1.9081224487867695e-07,4.114934535237225e-07,6.45941248314663e-07,0.99625475391328,0.9862471365200378,0.7589824925198267,1e-07,1e-07,4.576119023569024,53.10691750841751,387.7806528500967,385.9272713804714,-1.853381469625304,19.220174305818617,15308.0,334,11,2011,387.33412725133644,0.44652559876027453
64,64,64,246,2012-05-31,399.05392868605816,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.61192076228686,9.450268806419258,0.0,0.0,411.09072745379,10170.534616000768,67.56824426601379,0.0,0.0,27922.360254152125,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,394.4834970471088,392.953892782744,17.602485821067027,399.05392868605816,0.0447949826333647,1.0011546237971671e-06,5.961369710741106e-10,1.3532388742679261e-14,1.628812782770753e-09,0.1837948200161013,0.0031500150098757,0.0248673232635836,8.000809437165936e-07,7.040035559136976e-10,2.133978872637108e-10,1.5970140124027643e-10,1.7028373264489737e-07,4.259502194756581e-07,6.707274044777523e-07,0.9961225235849802,0.9885467872652032,0.7719715064815058,1e-07,1e-07,4.158799699097292,53.29182136409228,392.953892782744,312.2261311935808,-80.72776158916315,53.32825831923253,15491.0,152,5,2012,391.73280218245793,1.221090600286061
65,65,65,251,2012-10-31,393.2424333333333,9.0,1.0,4.0,1.0,1.0,3.0,1.0,35.08562045977012,15.07635528735632,0.0,0.0,416.7169264321839,10309.728831887567,68.49298511146146,0.0,0.0,28304.506442924816,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,386.72385967840086,385.32872360127857,14.39394631265492,393.2424333333333,0.0373549758056995,1.1536367753171162e-06,7.51176791482299e-10,2.3898160811529282e-14,1.926979815156975e-09,0.1466811367460001,0.0028467498789849,0.024840228833683,9.079357693120088e-07,9.55295009712901e-10,2.747101865636925e-10,2.550631736361357e-10,2.1535466151267977e-07,4.327779439833491e-07,6.736859409333066e-07,0.996392423156828,0.9834235241296037,0.751753432058959,1e-07,1e-07,2.8818098965517245,52.7927456321839,385.32872360127857,423.5548275862069,38.22610398492831,78.91624827612453,15644.0,305,10,2012,384.72997944455284,0.5987441567257292
66,66,66,252,2012-11-30,397.6589857142857,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.41283571428572,9.507419285714288,0.0,0.0,408.7261658979592,10112.034500213204,67.17959703532587,0.0,0.0,27761.753032447163,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,393.087973672104,391.5649419496553,17.523918984623425,397.6589857142857,0.0447535375669744,1.000928407137807e-06,5.945836651281109e-10,1.3558225165098703e-14,1.6274614716950835e-09,0.1824590126103975,0.0031349805567783,0.0248395539863969,7.994821399154051e-07,7.084554031522376e-10,2.1372565374396308e-10,1.6058138924503835e-10,1.706317082638094e-07,4.229714122766333e-07,6.661908457976616e-07,0.996125468768482,0.9885051962646056,0.7711558858491193,1e-07,1e-07,2.508544142857143,53.49260142857143,391.5649419496553,414.7754857142857,23.210543764630447,98.53559009974668,15674.0,335,11,2012,389.58372764802897,1.9812143016263235
67,67,67,253,2012-12-31,397.6248938461538,9.0,1.0,4.0,1.0,1.0,3.0,1.0,35.09729673076923,10.852530307692309,0.0,0.0,416.8556071708791,10313.159843971463,68.515779140617,0.0,0.0,28313.92600237376,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,392.62543893762887,391.1304316042376,16.680681097956708,397.6248938461538,0.0426473211082527,1.0417534182801648e-06,6.3733433852593e-10,1.5710795301692932e-14,1.7071949437064107e-09,0.1749713585710336,0.0030908624149987,0.0249294565672953,8.300502208557187e-07,7.56226155542755e-10,2.2801551092436987e-10,1.7927730826119256e-10,1.8104799152326722e-07,4.332470662167729e-07,6.800576657095789e-07,0.99619228250142,0.987426703230259,0.7680557527818077,1e-07,1e-07,2.810890684615385,52.711824038461536,391.1304316042376,391.9181376923077,0.7877060880700775,72.59830824689311,15705.0,366,12,2012,393.6629661941515,-2.5325345899139506
68,68,68,263,2013-10-31,397.3148013824885,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.73423963133641,15.09383870967742,0.0,0.0,400.6663832784727,9912.632536961324,65.85486425884734,0.0,0.0,27214.31146093482,0.0,0.0,83.14462617999999,0.0,0.0,1.0,1.0,390.7164673488006,389.3072399236265,14.6452362177663,397.3148013824885,0.0376187094987986,1.1406112045077644e-06,7.282112626928725e-10,2.3426586188491122e-14,1.895293984595365e-09,0.1425892169473096,0.0027763393469734,0.0246198530798231,8.939510351051177e-07,9.698479322698955e-10,2.7302221800332256e-10,2.572167208775817e-10,2.1489305897293525e-07,4.1243812464542e-07,6.435227755772562e-07,0.9963932223869192,0.9833926800270852,0.748402360369437,1e-07,1e-07,2.802892165898618,51.64105069124424,389.3072399236265,385.0263092165899,-4.280930707036642,41.23596158311558,16009.0,304,10,2013,386.8245357985043,2.4827041251222113
69,69,69,267,2014-02-28,403.5156120192308,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.627370192307694,8.827685096153846,0.0,0.0,411.2742225412088,10175.07435142613,67.59840413112464,0.0,0.0,27934.82372168765,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,399.0833509425986,397.5233270590021,18.18313123426756,403.51561201923073,0.0457407198492698,9.8529245072477e-07,5.817672427101673e-10,1.2704287517100796e-14,1.599483658182048e-09,0.1888995048014844,0.0031902525782947,0.0248699533686724,7.888138123427863e-07,6.795421670563198e-10,2.07378837763443e-10,1.5147966375731507e-10,1.6571182342533766e-07,4.26135974535379e-07,6.716741578128299e-07,0.9960909923682932,0.9890158882753712,0.7743767362230533,9.999999999999998e-08,9.999999999999998e-08,3.1673528846153847,51.94326923076923,397.5233270590021,384.7691451923077,-12.754181866694315,47.33748159001288,16129.0,59,2,2014,400.018059722832,-2.4947326638298932
70,70,70,268,2014-03-31,403.8007794117647,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.07961764705882,8.893326470588235,0.0,0.0,404.76848731092434,10014.120087699564,66.52909977125124,0.0,0.0,27492.9371241882,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,399.34667097699406,397.78700019357626,18.207442070817017,403.8007794117647,0.0457718312739246,9.822841125015528e-07,5.756144932997941e-10,1.2666405497126916e-14,1.5915963299503923e-09,0.1859282992750614,0.0031542707784815,0.0247923077937495,7.854327025319832e-07,6.874825217398641e-10,2.0740423963556567e-10,1.5269401397403472e-10,1.65984597154279e-07,4.180253711294486e-07,6.594479681100852e-07,0.9960944441576096,0.988969539770386,0.7724601994625371,1e-07,1e-07,2.81585,51.51452941176471,397.78700019357626,267.0214,-130.76560019357626,29.74928094252296,16160.0,90,3,2014,400.1178501455967,-2.3308499520204577
71,71,71,269,2014-04-30,404.2986786407767,9.0,1.0,4.0,1.0,1.0,3.0,1.0,35.02209223300971,9.863565210355986,0.0,0.0,415.9623926074896,10291.061389713605,68.36896741325239,0.0,0.0,28253.256526859936,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,399.5395571964936,397.99864027941135,17.54235511030581,404.2986786407767,0.0440762741134757,1.0153323443654984e-06,6.117871294942161e-10,1.4196160267672135e-14,1.656962561057232e-09,0.1822713919756517,0.003147644564294,0.024924790258351,8.111160098411524e-07,7.161170559661672e-10,2.1790346643053183e-10,1.6498039119166143e-10,1.734982189158815e-07,4.320786440923444e-07,6.794646555000492e-07,0.9961432731081068,0.9882286823960325,0.7716358020452754,1e-07,1e-07,2.976827508090615,52.41000145631068,397.99864027941135,281.69103948220067,-116.30760079721072,82.40620008350078,16190.0,120,4,2014,398.79337947335154,-0.7947391939401882
72,72,72,272,2014-07-31,394.9097653179191,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.092601156069364,17.82271098265896,0.0,0.0,393.04555144508674,9724.090376343302,64.60227889887636,0.0,0.0,26696.68457792021,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,387.1034121923394,385.7543806617506,13.434647668136806,394.9097653179191,0.034826898308849,1.2063271916440646e-06,7.955255723304883e-10,3.0119376708644064e-14,2.0281778843191562e-09,0.1265022133734218,0.0026051571739274,0.0243909429838173,9.347443421282792e-07,1.1266212113145875e-09,3.053141589632619e-10,3.2261351793134164e-10,2.384444572123199e-07,4.0196422127505933e-07,6.240929982359178e-07,0.9965150639943036,0.9802325639890648,0.7369067981957472,1.0000000000000001e-07,1.0000000000000001e-07,5.038497109826589,56.36842196531792,385.7543806617506,381.2855936416185,-4.468787020132084,191.19700383811124,16282.0,212,7,2014,387.5173741872735,-1.7629935255229157
73,73,73,273,2014-08-31,389.42668658049456,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.13875822000808,18.20739652753467,0.0,0.0,405.470908344496,10031.498240403702,66.64455203714863,0.0,0.0,27540.647402819293,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,381.5438066891759,380.2205256231525,13.022101385456828,389.42668658049456,0.034248728672425,1.2279241437333778e-06,8.27635183065344e-10,3.1799659089880974e-14,2.077938394391801e-09,0.1271884190773919,0.002637085802583,0.0245511077035476,9.538704675940102e-07,1.1397854283567935e-09,3.119464569081775e-10,3.3123367249148513e-10,2.424777234004521e-07,4.1764364037845146e-07,6.465188390743915e-07,0.9965317752415735,0.9797577875404956,0.7377002253002589,1e-07,1e-07,2.7673376044163187,51.74441688882904,380.2205256231525,410.8192703200036,30.59874469685112,51.97135880273021,16313.0,243,8,2014,382.18958775077095,-1.9690621276184288
74,74,74,274,2014-09-30,389.8876922867064,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.73632362847222,18.12300553199405,0.0,0.0,400.6911352101686,9913.244908784172,65.85893256896772,0.0,0.0,27215.992677045146,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,382.036781622582,380.7104060640599,13.098200971347948,389.8876922867064,0.0344046083675332,1.2215821270955978e-06,8.170945649868313e-10,3.132607638404076e-14,2.062551693116759e-09,0.1265350968425942,0.0026215846335939,0.0244911183193774,9.480465017890084e-07,1.1406768484408122e-09,3.102373642740491e-10,3.2952784806813517e-10,2.41548914646465e-07,4.114539575362153e-07,6.375018502803312e-07,0.996528147940757,0.9798636485839972,0.7371347407083121,1e-07,1e-07,2.98556649578373,51.58594440848214,380.7104060640599,452.0907501488096,71.38034408474964,30.112265350921227,16343.0,273,9,2014,383.2928584643715,-2.582452400311581
75,75,75,275,2014-10-31,398.32252199661593,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.72193467889908,15.903120727580374,0.0,0.0,412.3973784576671,10202.861638671107,67.7830097868691,0.0,0.0,28011.111416900767,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,391.6139243986031,390.2144634625837,14.281951614549802,398.3225219966159,0.0365995855717318,1.170246597530883e-06,7.666553405572032e-10,2.5569591564859187e-14,1.959378162510189e-09,0.1412331910384615,0.002787796587391,0.0247569631453863,9.179717064372108e-07,9.997406487436288e-10,2.831860654948108e-10,2.7191040221048697e-10,2.216704155150173e-07,4.270852672679663e-07,6.64097974261576e-07,0.9964299112984926,0.9825995148522434,0.7479843997343498,1e-07,1e-07,2.793852439932318,52.00567027072758,390.2144634625837,429.88359610829104,45.05539984016867,67.9061165731479,16374.0,304,10,2014,388.91905194825455,1.295411514329146
76,76,76,276,2014-11-30,400.5106707419018,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.84654170323929,14.812571285266458,0.0,0.0,402.0002110296164,9945.63192227661,66.07409664060471,0.0,0.0,27304.90853962618,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,393.9743227175172,392.5481777997424,14.888965566835944,400.5106707419018,0.0379275169963897,1.1342889418942534e-06,7.223493264545689e-10,2.2869126783137275e-14,1.883108972460746e-09,0.1446340664350254,0.0027976477400017,0.0246469125597155,8.900616483883338e-07,9.549376483145447e-10,2.6996292846033335e-10,2.515390683978941e-10,2.126016402886622e-07,4.141518573256985e-07,6.464462535171966e-07,0.99638017342476,0.9836789242211662,0.7497395470226208,1e-07,1e-07,2.603297661442006,51.58002637408568,392.5481777997424,440.7332960292581,48.185118229515695,43.28495696488637,16404.0,334,11,2014,393.78511669388814,-1.2369388941457373
77,77,77,281,2015-04-30,406.1815077634012,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.75580979667283,7.012691016635859,0.0,0.0,400.9225752136256,9918.97081892879,65.89697282052815,0.0,0.0,27231.71268900886,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,402.2377484602218,400.6277013614874,19.59547808485277,406.1815077634011,0.0489117568307108,9.313413199351416e-07,5.29341866521813e-10,1.0368161794638342e-14,1.4979043879915741e-09,0.2007979200555129,0.0032573359898338,0.0247253605282653,7.47769979383922e-07,6.179681655179025e-10,1.8951611006381062e-10,1.3029871957463914e-10,1.5239981357830213e-07,4.1334404128143714e-07,6.544377749392756e-07,0.9959972855512356,0.990290588256408,0.7786174233651656,1e-07,1e-07,4.172115896487985,53.63535378927912,400.6277013614874,299.53762550831794,-101.0900758531695,83.56910689511756,16555.0,120,4,2015,400.9478782405111,-0.320176879023677
78,78,78,282,2015-05-31,406.1862660714286,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.164289732142855,9.708564285714289,0.0,0.0,405.7741497614796,10039.000543721366,66.69439380872356,0.0,0.0,27561.24435508197,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,401.4452734604793,399.89375311468353,17.814248021542088,406.1862660714286,0.0445463490511714,1.0038453061060052e-06,5.960087425580465e-10,1.3833490404763722e-14,1.6321881025692155e-09,0.1801695105478275,0.003109397944113,0.0247968735679796,8.007280736685591e-07,7.191628152245411e-10,2.1554655761027606e-10,1.6405676835678484e-10,1.721009928425047e-07,4.193204153426814e-07,6.605194090379836e-07,0.996135205786273,0.988327890316995,0.7697081587710078,1e-07,1e-07,4.013388839285715,53.711625000000005,399.89375311468353,290.69188147321427,-109.20187164146924,96.09458505590712,16586.0,151,5,2015,398.2279528164562,1.6658002982273388
79,79,79,283,2015-06-30,401.4165378861789,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.1704306504065,14.378940065040652,0.0,0.0,405.847086324971,10040.805020918784,66.7063819057756,0.0,0.0,27566.19839774336,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,395.04126662273376,393.6032590705381,15.107583733856142,401.4165378861789,0.0383797791212558,1.1261764958307975e-06,7.161538617519915e-10,2.2092226816621533e-14,1.86829509292925e-09,0.148207399806739,0.0028381651734518,0.0247141733070366,8.858257709338145e-07,9.31043939056766e-10,2.655167841160493e-10,2.427020816153391e-10,2.0917131675645762e-07,4.190370549767732e-07,6.542418445618163e-07,0.996359974295671,0.9841164861499752,0.7521382678385397,9.999999999999998e-08,9.999999999999998e-08,2.962800382113821,52.09076276422764,393.6032590705381,386.6249211382114,-6.978337932326762,68.67255018205086,16616.0,181,6,2015,394.4677981668005,-0.8645390962623765
80,80,80,284,2015-07-31,396.05094738219896,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.75294782722513,17.257923246073297,0.0,0.0,400.88858319364255,9918.129843949744,65.89138577865167,0.0,0.0,27229.40386187084,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,388.48524156736937,387.1216020858243,13.6644479695912,396.05094738219896,0.0352961244865633,1.198444632874173e-06,7.91399651323473e-10,2.897035135870361e-14,2.014388569634373e-09,0.1311292394419905,0.0026664864196708,0.0245309009896848,9.325972777971816e-07,1.090235933803157e-09,2.9945144402941916e-10,3.081677200505965e-10,2.338521440679417e-07,4.1202431883519857e-07,6.397050341435388e-07,0.9964899167208155,0.9808970333923068,0.7404358777121955,1e-07,1e-07,2.947426222513089,52.448994345549735,387.1216020858243,451.4026117801047,64.28100969428036,80.04341949345776,16647.0,212,7,2015,389.69650433543956,-2.5749022496152634
81,81,81,285,2015-08-31,390.9034941558442,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.488520740259744,17.202322831168832,0.0,0.0,409.62508776359925,10134.274155211504,67.32734683394048,0.0,0.0,27822.81016289669,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,383.4685604897932,382.1216468582854,13.45272619848878,390.9034941558441,0.0352049381771548,1.2048253349342637e-06,8.03644925864116e-10,2.9151812366588215e-14,2.0304732775982646e-09,0.1332238564243583,0.0027051292490985,0.0246602682720924,9.402283905603234e-07,1.079988014694942e-09,2.9988316800928156e-10,3.0539861869544493e-10,2.3371708875978085e-07,4.231539653274395e-07,6.56163170127157e-07,0.9964875707464192,0.9809808209195962,0.7422342190181744,1e-07,1e-07,4.203647823376624,54.54980476623377,382.1216468582854,412.19958337662337,30.07793651833799,166.05605987161906,16678.0,243,8,2015,384.3716348793873,-2.249988021101899
