,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,buffers_mode,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,datetime,longitude,latitude,distance_to_shore,dayofyear,month,year,datenum
0,,1,313.968269096625,4,,,1,4,1,1,3,1,auto,,11.34375,0.0,0.0,,,,0.01190625,0.02,,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,313.968269096625,312.78031300467063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9962163179885265,,,1e-07,1e-07,1975-05-31,3.7372793739208303,52.25188564860656,34.67778165088595,151,5,1975,1976.0
1,2376.589930484134,1,310.1505754311878,4,2376.5899304841337,2123.477694309298,1,4,1,1,3,1,auto,32.4675,13.404761904761903,0.0,0.0,385.6211357142858,9540.407621781098,63.38197714520184,0.0103690476190476,0.0138888888888888,26192.398791675318,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.159148528422653,310.1505754311878,309.00765128302106,1927.2042456995102,183.9420190448682,12.331429564919416,314.84045033458057,78.69084915002323,2.805904181067409,0.011471405196332022,0.0004872146665954198,0.0,0.0,0.005894129791029741,11.008255338732788,4.453151092852312,2.836491505766262,8.159148528422653,8.150872073608893,8.229580305047445,8.27496319227584,0.00019289865913972717,0.00022931951734954858,-0.00028269458765663895,-0.0002293195173495483,-0.00024785216200933304,0.00026964363311977017,1.188808249742368,1.209555856442882,0.6823571004267754,0.32697010653421965,0.0,0.0,1927.2042456995102,183.9420190448682,12.331429564919416,78.69084915002323,306.9302865642626,2.805904181067409,0.005894129791029741,2.1065273548270183e-11,7.434156118242079e-05,0.009118006856202517,0.0011766991805973901,0.0004872146665954198,0.01340167422229338,0.0,0.0,0.0,0.0,0.0010377571218772024,26192.397753918194,0.00013336915330635504,63.38184377604854,0.0,0.0,0.0,0.0,0.0399065509016319,1.0833425190625994e-06,6.6161398562665e-10,1.9450210586981023e-14,1.7771985838545327e-09,0.14876447354137035,0.002801103586169348,0.0244633565721949,8.501972754932187e-07,8.94575517153128e-10,2.520070951705112e-10,2.251539133123773e-10,2.0016634469681954e-07,3.940764200159747e-07,6.186804497365817e-07,0.9963149378440526,0.9851039632982078,0.7514652137000285,1e-07,1e-07,1975-06-30,4.188327570761702,52.59779706769517,29.422367930737675,181,6,1975,2006.0
2,2391.506171789468,1,305.3072639453505,4,2391.5061717894678,2106.1919203778725,1,4,1,1,3,1,auto,31.925622222222223,16.896825396825395,0.0,0.0,379.18517593650796,9381.179628212609,62.324141311626605,0.015656,0.0433802816901408,25755.251525889456,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.168599604008163,305.3072639453505,304.2308600544503,1887.5029914319841,207.73398269024344,10.954946255644673,311.11067772736646,84.53769375617287,3.9849618031954694,0.01768860320083988,0.0017892300826731294,0.0,0.0,0.005648757442769921,10.326769293409296,5.060648856519314,3.2435824190643427,8.168599604008163,8.159993327658011,8.248047073436483,8.292067390734507,0.00020395458255488257,0.0002469205449779756,-0.0003128207238125316,-0.00024692054497797575,-0.0002699900413740852,0.00029781450020920644,1.2106643640210006,1.2447520377455328,0.6519855208733205,0.3341448115900028,0.0,0.0,1887.5029914319841,207.73398269024344,10.954946255644753,84.53769375617287,294.6474821803351,3.9849618031954694,0.005648757442769921,2.81934559616207e-11,0.00010069776210452916,0.013422001190370696,0.002133301019331319,0.0017892300826731294,0.04159105160746767,0.0,0.0,0.0,0.0,0.0011339079519267316,25755.250391981503,0.0001357502600913013,62.32400556136652,0.0,0.0,0.0,0.0,0.036008662151118316,1.1686320514811105e-06,7.464836413303478e-10,2.7028662720658163e-14,1.9460233970599165e-09,0.12830420855140903,0.0025933886980490746,0.02422545261235623,9.040612399812189e-07,1.0780409643510195e-09,2.9178750200295e-10,3.008479298202308e-10,2.2944531189839156e-07,3.8508694472857554e-07,6.008140243476033e-07,0.996474358726385,0.9813461440011979,0.737778401227399,1e-07,1e-07,1975-07-31,4.20024304458382,52.609404032291216,29.236024423263665,212,7,1975,2037.0
3,2383.156123410974,1,299.9026918695112,4,2383.156123410974,2073.438117210049,1,4,1,1,3,1,auto,32.22896309523809,19.25,0.0,0.0,382.7879988197279,9470.314781116847,62.91631330764409,0.017297619047619,0.025952380952380897,25999.96470417071,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.171417273382259,299.90269186951116,298.8760143596697,1839.1327237224086,224.2647427442703,10.040650743370003,306.53150076131124,90.44541611018245,5.0343667079093235,0.019825194798951493,0.0011841814211233732,0.0,0.0,0.00552140769972343,9.816248964756127,5.467360247138916,3.5268273586727243,8.171417273382259,8.162538166190318,8.257950183451621,8.299202250488054,0.00021122509470312327,0.0002594824872069875,-0.0003363194804519193,-0.00025948248720698716,-0.00028629177548555347,0.0003192791533877931,1.2284642957395284,1.2740101381183024,0.6280489444717736,0.33309127377326814,0.0,0.0,1839.1327237224086,224.2647427442703,10.040650743369921,90.44541611018245,292.34258270954547,5.0343667079093235,0.00552140769972343,2.887746219622659e-11,0.00010350560898586391,0.014563031991682397,0.002631081418073278,0.0011841814211233732,0.024768199531257525,0.0,0.0,0.0,0.0,0.0012173947170376889,25999.963486775996,0.0001391918704587969,62.91617411577363,0.0,0.0,0.0,0.0,0.033594702354692536,1.234337540958986e-06,8.217328655455124e-10,3.3925602825090033e-14,2.0848614942606204e-09,0.1179209968462256,0.002495733745476209,0.02415391799814876,9.481360186426583e-07,1.2174894609110914e-09,3.221859013199477e-10,3.6350991953444003e-10,2.508866631875036e-07,3.8846127053834627e-07,6.022006444040165e-07,0.9965766312284781,0.9783747873372344,0.730021945289132,1e-07,1e-07,1975-08-31,4.098315415613168,52.50228781513415,32.581048266739735,243,8,1975,2068.0
4,2384.5955376602355,1,300.93826268283055,4,2384.5955376602355,2083.5081807221995,1,4,1,1,3,1,auto,32.176672,18.35135135135135,0.0,0.0,382.16693001142863,9454.949312153707,62.81423236506217,0.0214399999999999,0.0261333333333333,25957.78008201842,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.171115666872502,300.93826268283055,299.8964287927066,1854.8991749192016,218.2706394218112,10.338366381186384,307.21910962148803,88.51608508878864,4.62028851073303,0.024441399309609646,0.0011501177858216209,0.0,0.0,0.005559536174735361,9.984304476436755,5.317144392035665,3.4218864720541595,8.171115666872502,8.162334584721266,8.254961439561033,8.297156618329911,0.0002086783496676547,0.00025504928731796795,-0.00032791641305782447,-0.0002550492873179677,-0.0002805029805360254,0.00031160042751145753,1.2222124993999834,1.2634351941896156,0.6363766537994442,0.33364279260355745,0.0,0.0,1854.8991749192016,218.2706394218112,10.338366381186466,88.51608508878864,293.65084492264,4.62028851073303,0.005559536174735361,3.6645216914182553e-11,0.0001314853320960384,0.01817562991626243,0.003132884714996216,0.0011501177858216209,0.02498321554751168,0.0,0.0,0.0,0.0,0.0011839477979607765,25957.77889807062,0.00013773523316595822,62.81409462982899,0.0,0.0,0.0,0.0,0.034473122680404915,1.2099090413320284e-06,7.935226832487837e-10,3.115684177085807e-14,2.0327093084278875e-09,0.12189153191396605,0.0025354241129937325,0.02419604279628026,9.321729508652754e-07,1.162356305140006e-09,3.1044045962611296e-10,3.381531989869307e-10,2.4262491337168263e-07,3.881289805023525e-07,6.030994449753738e-07,0.9965380477682162,0.9795558064522881,0.733124893535587,1e-07,1e-07,1975-09-30,4.043918903973558,52.46948930712357,34.895212360298935,273,9,1975,2098.0
5,2365.913734858843,1,306.6471247909271,4,2365.913734858843,2097.0501809527336,1,4,1,1,3,1,auto,32.85534523809524,14.98313253012048,0.0,0.0,390.22762901360545,9654.37394704776,64.13911576125875,0.0283214285714285,0.0604761904761904,26505.28389664622,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.16013712727567,306.6471247909271,305.5395644575472,1891.3222643694878,194.13858128208247,11.589335301163354,311.79080553433636,82.98450009016553,3.3029919475060736,0.03159241672579388,0.002275975224298233,0.0,0.0,0.005819853193071307,10.586608061949779,4.693189969013696,3.00186244509614,8.16013712727567,8.151656611615401,8.235087970374712,8.278509255401957,0.00019808518164471573,0.00023778998913928843,-0.00029740220936274616,-0.00023778998913928794,-0.0002584897242307327,0.0002831369330098867,1.2004430980899266,1.2268026676177248,0.6660514798096475,0.32497765864973327,0.0,0.0,1891.3222643694878,194.13858128208247,11.589335301163407,82.98450009016553,307.24312892343994,3.3029919475060736,0.005819853193071307,5.4624828643834714e-11,0.00019332418118041156,0.024663791890827808,0.0034643124447954507,0.002275975224298233,0.05820021525189217,0.0,0.0,0.0,0.0,0.0010962723785410192,26505.282800373843,0.00013637886013402264,64.13897938239862,0.0,0.0,0.0,0.0,0.037930718798200105,1.1286775317657028e-06,7.099196369328792e-10,2.2843907220741934e-14,1.8680034567243e-09,0.14071033600637406,0.002737077019064077,0.02447704377356521,8.823411632516365e-07,9.714491652638047e-10,2.704617239677912e-10,2.5602770356409796e-10,2.1351479078223958e-07,3.9936300759639696e-07,6.243745326533519e-07,0.9963881600581288,0.983502782467898,0.7467020716105213,1e-07,1e-07,1975-10-31,4.190596259117941,52.59391825189221,29.096323914637736,304,10,1975,2129.0
6,2362.782813050098,1,311.5873313622512,4,2362.7828130500975,2121.0235919197316,1,4,1,1,3,1,auto,32.96908548387097,12.079032258064515,0.0,0.0,391.57853816129034,9687.795932346966,64.3611556983727,0.0301999999999999,0.10316666666666659,26597.041188584957,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.153456961067578,311.5873313622512,310.41947088152926,1933.096743928616,175.04623033362685,12.880617657488793,315.90006571228093,77.11594983904375,2.448287707157086,0.0331416354147049,0.0033860240471905597,0.0,0.0,0.0060147699407422485,11.244091087200154,4.222367776781758,2.685569672100307,8.153456961067578,8.145284047145589,8.22078097935937,8.265879522890211,0.00018863450815817602,0.00022287865123033537,-0.00027231365590960576,-0.0002228786512303346,-0.00023991912789777487,0.0002597810233391642,1.181537001933095,1.19796583288083,0.6927104244114486,0.32139163475470633,0.0,0.0,1933.096743928616,175.04623033362685,12.880617657488767,77.11594983904375,314.46258832224663,2.448287707157086,0.0060147699407422485,6.462994387346895e-11,0.00022621738065406788,0.026805929630096946,0.0031678529246189457,0.0033860240471905597,0.09978064261947603,0.0,0.0,0.0,0.0,0.0010085594414778445,26597.040180025517,0.00013342205261147492,64.36102227632009,0.0,0.0,0.0,0.0,0.04149423237179738,1.0540469094931148e-06,6.359781750731626e-10,1.7195131083438315e-14,1.7223375352257007e-09,0.15861740142268604,0.0029014449603045485,0.02458301972346876,8.32238768169026e-07,8.299982486039517e-10,2.3833442724683803e-10,2.0107295455388476e-10,1.8977685405247752e-07,4.016258762497732e-07,6.314534215277067e-07,0.9962518999870245,0.9863477890062936,0.757538176588371,1e-07,1e-07,1975-11-30,4.260278795459189,52.6474709490841,26.31442730601308,334,11,1975,2159.0
7,2373.9298442209356,1,315.7495835543996,4,2373.9298442209356,2158.71807751627,1,4,1,1,3,1,auto,32.56413571428571,9.121428571428572,0.0,0.0,386.7688918979592,9568.80352861432,63.57062618298631,0.0370714285714285,0.19571428571428567,26270.35740154949,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.150681113034368,315.7495835543996,314.52005736551075,1986.8709378389965,157.4353499328822,14.411789744391609,319.3295429943878,70.35736792968038,1.7923291498094174,0.040112876036596,0.005593182122449671,0.0,0.0,0.006159110287016292,12.068190341907767,3.8043067603828913,2.4049393740291785,8.150681113034368,8.142871322063593,8.210482019222983,8.258005327381046,0.000178876701175316,0.0002079600699483473,-0.0002483368965225114,-0.00020796006994834758,-0.00022173824223070576,0.00023747167433618997,1.1625889150567845,1.171511965122666,0.7202985286525923,0.3225905764388432,0.0,0.0,1986.8709378389965,157.4353499328822,14.411789744391609,70.35736792968038,316.4115239682788,1.7923291498094174,0.006159110287016292,8.764002830585575e-11,0.00030451643824395253,0.03342094796685299,0.0033459640786915185,0.005593182122449671,0.190121103591836,0.0,0.0,0.0,0.0,0.0009092533668079979,26270.356492296123,0.00012825782083586377,63.57049792516547,0.0,0.0,0.0,0.0,0.045821528410963853,9.744748316116635e-07,5.600818297023376e-10,1.2668834274608202e-14,1.5717236155941503e-09,0.17795042484506204,0.003052739436628193,0.02455992969499139,7.757591553983125e-07,7.076547023615446e-10,2.079445398362449e-10,1.5704889288574386e-10,1.670309457137899e-07,3.9599013088386494e-07,6.264057831289496e-07,0.9961060085177375,0.9887891379970091,0.7671247498652916,1e-07,1e-07,1975-12-31,4.188327570761702,52.59779706769517,29.422367930737675,365,12,1975,2190.0
8,2420.9204116234946,1,318.67605187077726,4,2420.9204116234946,2232.8643373841114,1,4,1,1,3,1,auto,30.857060606060607,6.042424242424243,0.0,0.0,366.493716969697,9067.188301896416,60.23813074925514,0.05184848484848479,0.3606060606060606,24893.21435074563,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.158221356293659,318.67605187077726,317.3841467237687,2074.9969742046596,141.53281149494936,16.33455168450256,321.60024776928304,61.51072419081735,1.289660999528538,0.05547848617692576,0.009015492376008065,0.0,0.0,0.006161942792782424,13.246624473235546,3.451131989329148,2.162173052280385,8.158221356293659,8.150903803165882,8.210282337972055,8.262771305386392,0.0001685610052504738,0.0001925479631018327,-0.00022449449817073296,-0.00019254796310183225,-0.0002033442616080987,0.000215423190033555,1.14230431181705,1.1462009967170843,0.750846932214257,0.3367439530005264,0.0,0.0,2074.9969742046596,141.53281149494936,16.334551684502344,61.51072419081735,304.98299277887963,1.289660999528538,0.006161942792782424,1.3313618679643444e-10,0.0004653973601916927,0.04728768840025187,0.00409539895490504,0.009015492376008065,0.3515905682300525,0.0,0.0,0.0,0.0,0.0007847587797255457,24893.21356598685,0.00011803839060912875,60.23801271086453,0.0,0.0,0.0,0.0,0.051466186490777485,8.824475304496787e-07,4.738253693366208e-10,8.958890125332698e-15,1.4010507343076733e-09,0.195462047555265,0.0031445971633447664,0.024283229550066874,7.058343872102505e-07,6.016262461510602e-10,1.7812746116502528e-10,1.2184629917962197e-10,1.4460055628982274e-07,3.7185035422854743e-07,5.935254124863174e-07,0.9959460237459813,0.990907358067076,0.7729163561792063,1e-07,1e-07,1976-01-31,3.789510804633868,52.2547126893193,33.07126842944579,31,1,1976,2221.0
9,2362.9852400734635,1,320.121714603502,4,2362.9852400734635,2188.410549448365,1,4,1,1,3,1,auto,32.96173170731707,4.075609756097561,0.0,0.0,391.4911963066202,9685.63506298888,64.3467998995748,0.021333333333333298,0.2009523809523809,26591.108700770237,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.138656717792577,320.121714603502,318.7897736864779,2041.6739922214065,129.34361239817898,17.39294482877964,322.6768237938238,61.57155364257608,1.032866344286214,0.022561787786186772,0.004430739836754836,0.0,0.0,0.006495672067056028,13.46773756217319,3.122453181774446,1.9619094683787224,8.138656717792577,8.131387353700026,8.187375908499478,8.235611517425514,0.0001624928121256944,0.0001845051041174467,-0.00021341573330596015,-0.00018450510411744723,-0.00019394367567849018,0.00020439999325657073,1.1354662504992834,1.13524469390258,0.7613909696748509,0.3143129719519125,0.0,0.0,2041.6739922214065,129.34361239817898,17.392944828779775,61.57155364257608,329.91964266404415,1.032866344286214,0.006495672067056028,6.130586045074575e-11,0.00020734371430143703,0.01969019126795937,0.0014357982897666305,0.004430739836754836,0.19652164111562606,0.0,0.0,0.0,0.0,0.0007711291603181519,26591.107929641075,0.0001226575586669389,64.34667724201614,0.0,0.0,0.0,0.0,0.054559293504456825,8.530147864138224e-07,4.6036454781787676e-10,7.505634441469883e-15,1.356173398301438e-09,0.2239924592390955,0.00340765720850349,0.02457718644078459,6.900846114174543e-07,5.298912877206938e-10,1.6383592972360664e-10,1.0137718454401563e-10,1.327066526013229e-07,4.012149917026174e-07,6.385488462180218e-07,0.9958392672028705,0.9920815224338689,0.7866396560701777,1e-07,1e-07,1976-02-29,4.1327064557049065,52.5706987404344,31.78611268834197,60,2,1976,2250.0
