,DATE_UTC,TIME_UTC,station,bottle_id,latitude,longitude,depth_nominal,temperature,salinity,DIC,dic_flag,TA,alkalinity_flag,pH_spectro_total_lab,pH_spectro_temperature,pH_spectro_flag,nitrate,nitrite,ammonia,phosphate,silicate,doc,datetime,distance_to_shore,datenum,dayofyear,month,year
613,2021-05-17 22:50:00,2021-05-17 22:50:00,NOORDWK20,2021005971,52.3417,4.175,3.5,10.88,31.26,2136.4,2,2395.4,2,7.997,25.0,2,,,,,,,2021-05-17 22:50:00,20.581552875278028,18764.95138888889,137,5,2021
614,2021-05-17 21:11:00,2021-05-17 21:11:00,NOORDWK2,2021005972,52.2614,4.4061,3.5,11.39,28.37,2247.1,2,2454.1,2,7.918,25.0,2,,,,,,,2021-05-17 21:11:00,4.2224534651269545,18764.88263888889,137,5,2021
615,2021-05-17 22:07:00,2021-05-17 22:07:00,NOORDWK10,2021005973,52.3022,4.3025,3.5,11.06,30.27,2182.8,2,2412.3,2,7.952,25.0,2,,,,,,,2021-05-17 22:07:00,11.295637585546983,18764.921527777777,137,5,2021
616,2021-05-20 14:13:00,2021-05-20 14:13:00,GOERE6,2021005974,51.8697,3.8736,3.5,12.9,30.82,2124.7,2,2175.6,3,8.1,25.0,2,,,,,,,2021-05-20 14:13:00,4.769107309202577,18767.59236111111,140,5,2021
617,2021-05-20 13:32:00,2021-05-20 13:32:00,GOERE2,2021005975,51.8469,3.9167,3.5,12.56,31.33,2084.8,2,2435.5,2,8.146,25.0,2,,,,,,,2021-05-20 13:32:00,2.685332580971435,18767.56388888889,140,5,2021
618,2021-06-08 16:00:00,2021-06-08 16:00:00,TERSLG50,2021006753,53.7675,4.7669,3.5,12.88,34.35,2089.7,2,2327.8,2,7.943,25.0,2,,,,,,,2021-06-08 16:00:00,74.96914985959162,18786.666666666668,159,6,2021
619,2021-06-08 18:32:00,2021-06-08 18:32:00,TERSLG10,2021006754,53.4611,5.1008,3.5,13.98,32.45,2143.6,2,2379.0,2,7.959,25.0,2,,,,,,,2021-06-08 18:32:00,34.95419073086209,18786.772222222222,159,6,2021
620,2021-06-08 10:04:00,2021-06-08 10:04:00,ROTTMPT70,2021006755,54.1181,6.2142,3.5,11.99,33.79,2106.8,2,2351.8,2,7.956,25.0,2,,,,,,,2021-06-08 10:04:00,77.84026772502742,18786.419444444444,159,6,2021
621,2021-06-08 08:40:00,2021-06-08 08:40:00,ROTTMPT50,2021006756,53.9539,6.31,3.5,12.19,33.3,2124.8,2,2364.7,2,7.954,25.0,2,,,,,,,2021-06-08 08:40:00,58.61987891182916,18786.36111111111,159,6,2021
622,2021-06-07 18:23:00,2021-06-07 18:23:00,NOORDWK70,2021006757,52.5694,3.5314,3.5,12.46,34.37,2081.6,2,2357.2,2,8.001,25.0,2,,,,,,,2021-06-07 18:23:00,70.94651023886887,18785.765972222223,158,6,2021
623,2021-06-07 15:19:00,2021-06-07 15:19:00,NOORDWK20,2021006758,52.3417,4.175,3.5,15.53,29.27,2194.9,2,2455.1,2,8.026,25.0,2,,,,,,,2021-06-07 15:19:00,20.581552875278028,18785.638194444444,158,6,2021
624,2021-06-07 13:43:00,2021-06-07 13:43:00,NOORDWK2,2021006759,52.2614,4.4061,3.5,15.0,29.1,2210.9,2,2461.2,2,8.009,25.0,2,,,,,,,2021-06-07 13:43:00,4.2224534651269545,18785.571527777778,158,6,2021
625,2021-06-07 14:30:00,2021-06-07 14:30:00,NOORDWK10,2021006760,52.3022,4.3025,3.5,14.86,30.03,2196.8,2,2448.4,2,7.997,25.0,2,,,,,,,2021-06-07 14:30:00,11.295637585546983,18785.604166666668,158,6,2021
