,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,buffers_mode,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,datetime,longitude,latitude,total_nitrate,distance_to_shore,datenum,dayofyear,month,year
0,2289.51592583618,1,2107.33717878273,2,2289.51592583618,2107.33717878273,1,4,1,1,3,1,auto,34.7470660240964,12.5437440448,0.0,0.0,412.6958670347678,10210.246354995621,67.83207036581497,0.05689999999999999,0.3368,28031.385543814733,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.007801777213489,439.68142331993363,438.0432402947576,1955.1194128802963,134.4879433224379,17.72982257999562,445.9525997590616,63.47609102324839,1.8856146896119756,0.060718994841664806,0.008214658921301054,0.0,0.0,0.008370117095388607,12.656760678466673,3.2087474491858625,2.0495402457146907,8.007801777213489,7.999433344997382,8.077268466316728,8.118289120070381,0.0001664989354162322,0.00019079874425437108,-0.00022340353672749465,-0.0001907987442543703,-0.00020137004866804096,0.00021318148030213121,1.1459457309885597,1.1477337313614198,0.7452833462494626,0.23358328092655295,0.0,0.0,1955.1194128802963,134.4879433224379,17.72982257999565,63.47609102324839,349.2197760115194,1.8856146896119756,0.008370117095388607,2.347196810453876e-10,0.0005939462470113974,0.051893111960153365,0.004412941558115564,0.008214658921301054,0.3285853410786989,0.0,0.0,0.0,0.0,0.001451844223789649,28031.384091970507,0.0001910942967433392,67.83187927151822,0.0,0.0,0.0,0.0,0.04047505120285651,1.0830964217526352e-06,6.756290069135899e-10,1.8520434686034067e-14,1.7852932689458423e-09,0.16160546934104167,0.002971102654442044,0.024853975101267443,8.581452359893325e-07,8.352503826080684e-10,2.4554979393815255e-10,2.0703596569842143e-10,1.9424880528192874e-07,4.279411374202049e-07,6.699819805782585e-07,0.9962741591109161,0.9859375717452568,0.7605788157509361,1e-07,1e-07,2014-05-18 14:33:00,2.78233333333333,54.6388333333333,0.0399,194.7329135621805,16208.60625,138,5,2014
1,2287.59099199907,1,2109.02865439306,2,2287.59099199907,2109.0286543930597,1,4,1,1,3,1,auto,34.7458160240964,12.367624496,0.0,0.0,412.68102060619634,10209.879048934876,67.82963015725466,0.07039999999999999,1.0218999999999998,28030.37713545285,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.002421043676303,445.4362435883988,443.7728706055004,1958.8017063650134,132.16464503459656,18.062302993449887,451.71537069529313,62.54077363934888,1.829921018991339,0.07500070329954808,0.024437632038817,0.0,0.0,0.008483671512196079,12.776717733158153,3.1532583908323266,2.013408897804454,8.002421043676303,7.994072155616798,8.071416155714468,8.112546218161418,0.00016506811048346996,0.0001887733956783926,-0.00022042901074293414,-0.00018877339567839266,-0.00019898638473242873,0.00021036766352537973,1.1436091145981617,1.144751149133284,0.7488493004034464,0.2308908004687656,0.0,0.0,1958.8017063650134,132.16464503459656,18.06230299344997,62.54077363934888,350.1402469668474,1.829921018991339,0.008483671512196079,2.9924457978959e-10,0.0007479943529696872,0.06430330709677878,0.005348698251006941,0.024437632038817,0.9974623679611828,0.0,0.0,0.0,0.0,0.0014607369166789576,28030.37567471593,0.00019302038555708522,67.82943713686909,0.0,0.0,0.0,0.0,0.040701683653632977,1.0784407921539557e-06,6.709710410560346e-10,1.819748214473189e-14,1.776233971032687e-09,0.16279488583638335,0.0029812533109678497,0.02485712994565297,8.548973016359294e-07,8.271680381528197e-10,2.4363605454664945e-10,2.040089828472645e-10,1.9283555043334997e-07,4.2793354463807885e-07,6.701992038577436e-07,0.9962657439603513,0.9860993724937247,0.7612476017894454,1e-07,1e-07,2014-05-19 13:33:00,2.80783333333333,54.713,0.0862,198.77480244692765,16209.564583333333,139,5,2014
2,2290.97703569311,1,2126.80960001205,2,2290.97703569311,2126.80960001205,1,4,1,1,3,1,auto,34.7403320240964,12.459536192,0.0,0.0,412.6158863547679,10208.267603785178,67.81892447425892,0.0976,1.5681,28025.953046287577,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,7.966816446196227,489.86988716255024,488.04274044649475,1983.290304236221,123.71228578258493,19.807009993244236,496.8178388375183,58.433763572049145,1.701278859512702,0.10337079451340653,0.03475045146894814,0.0,0.0,0.009203334337978212,13.291197228779087,2.9517398901906713,1.8850530930154652,7.966816446196227,7.958457842049732,8.03605480067239,8.077140659497381,0.00016001640509907746,0.0001814888195413795,-0.00020961709223918986,-0.00018148881954137974,-0.0001903554552040278,0.0002001329497865162,1.13418883163265,1.1332833729720038,0.7633747963476469,0.21549693093860897,0.0,0.0,1983.290304236221,123.71228578258493,19.807009993244183,58.433763572049145,354.1821227827187,1.701278859512702,0.009203334337978212,4.90214084810518e-10,0.0011287783775956075,0.08957164726076,0.006899573871430304,0.03475045146894814,1.533349548531052,0.0,0.0,0.0,0.0,0.0015906939073060962,28025.95145559367,0.0002097575792997957,67.81871471667964,0.0,0.0,0.0,0.0,0.0405845807175073,1.080813901183785e-06,6.733022973706583e-10,1.8363652216284174e-14,1.780823082754977e-09,0.1621507445279615,0.002975617415080332,0.024854581232715486,8.565356298334305e-07,8.314483226456688e-10,2.44626124675209e-10,2.0559037378386343e-10,1.935701296932151e-07,4.278453272056426e-07,6.699483021586249e-07,0.9962701387369639,0.9860150921890701,0.7608817763209581,1e-07,1e-07,2014-05-20 14:24:00,2.68733333333333,54.783,0.0992,194.14477785895298,16210.6,140,5,2014
3,2321.12540028739,1,2111.33792871224,2,2321.12540028739,2111.3379287122393,1,4,1,1,3,1,auto,34.8034820240964,12.9470966144,0.0,0.0,413.3659279261963,10226.823905973995,67.9422038107252,0.0832,0.18589999999999998,28076.897836730146,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.057291111512454,391.0433494438154,389.59388343287173,1943.3799012412815,152.39328484920213,15.564742621755785,396.77227408039505,70.67128948444253,2.2016640138091748,0.0897549307012325,0.005156569885489741,0.0,0.0,0.0074495677183928155,11.886004641685131,3.6348903956563277,2.3237742696652077,8.057291111512454,8.048873771241311,8.127868927649494,8.168522632035026,0.00017763226520269183,0.0002065189704522922,-0.0002466253953417988,-0.00020651897045229214,-0.00021990275392201624,0.00023514146256371966,1.1626208235122053,1.1697560994212024,0.7202513145757394,0.2608714994889059,0.0,0.0,1943.3799012412815,152.39328484920213,15.564742621755839,70.67128948444253,342.69463844175385,2.2016640138091748,0.0074495677183928155,2.6806495010205013e-10,0.0007602063823288767,0.07512465572991488,0.007315137619691284,0.005156569885489741,0.18074343011451025,0.0,0.0,0.0,0.0,0.0013145637856116182,28076.896522166364,0.00017151963048940647,67.94203229109472,0.0,0.0,0.0,0.0,0.03995119862921919,1.0942704001107308e-06,6.872535819023584e-10,1.9295673080165945e-14,1.8073597000677063e-09,0.15911037885991303,0.0029509087037649724,0.024854233084804944,8.660837135000201e-07,8.533926431501454e-10,2.500387254727099e-10,2.1406535258130613e-10,1.975276398048615e-07,4.2876101311558723e-07,6.706758521903516e-07,0.9962933367540832,0.9855611770004402,0.7591911541788987,1e-07,1e-07,2014-05-21 15:04:00,2.943,55.1686666666667,0.0226,227.59895616247513,16211.627777777778,141,5,2014
4,2319.07965479265,1,2096.77861768114,2,2319.07965479265,2096.7786176811396,1,4,1,1,3,1,auto,34.8679660240964,12.014393184,0.0,0.0,414.1318136061964,10245.77219719084,68.06808733776705,0.0596,0.37149999999999994,28128.918800576525,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.097267138725925,350.4491458996264,349.1345375050491,1922.7841020313235,159.6335732450845,14.36094240473188,355.27380765104397,74.75958028804907,2.20161541028529,0.06453066530672105,0.010827931768486152,0.0,0.0,0.0068332588024568545,11.54171797567411,3.8055142328618015,2.4287180984087695,8.097267138725925,8.088947665734278,8.165372130521211,8.2064592027641,0.00018166954192611645,0.00021268366823085316,-0.00025646701396894235,-0.00021268366823085324,-0.00022741918477996916,0.0002443485631673949,1.1707172593485695,1.1803904622437504,0.7083544160892221,0.28138610838799155,0.0,0.0,1922.7841020313235,159.6335732450845,14.360942404731771,74.75958028804907,339.3722333181474,2.20161541028529,0.0068332588024568545,1.6220631935860707e-10,0.0005049066860887604,0.05365952083448248,0.005435572317222447,0.010827931768486152,0.3606720682315138,0.0,0.0,0.0,0.0,0.0011601653549074859,28128.917640411168,0.00015460009507715968,68.06793273767197,0.0,0.0,0.0,0.0,0.04113297557828781,1.0702381883737075e-06,6.63630860580837e-10,1.7598445911148508e-14,1.7608542478664864e-09,0.16567653331214233,0.003008573832458496,0.024881480215539875,8.495100669021067e-07,8.097134423489086e-10,2.399749232454418e-10,1.9792604976110645e-10,1.9006263711719353e-07,4.2978928113553334e-07,6.734290107873347e-07,0.9962487898459487,0.986419877718212,0.7629366234863533,1e-07,1e-07,2014-05-22 15:03:00,2.94233333333333,55.4336666666667,0.0089,243.6052192864905,16212.627083333333,142,5,2014
5,2307.88147269298,1,2088.15341448261,2,2307.8814726929795,2088.15341448261,1,4,1,1,3,1,auto,34.8430990240964,12.1321780896,0.0,0.0,413.8364646947678,10238.46515734081,68.0195428047519,0.0763,0.4937,28108.857927988476,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.09189745517165,353.87473824303777,352.5492843291376,1915.955972141219,157.74833094595846,14.449111395432304,358.7851237261943,74.14069575702104,2.199533182943833,0.08257035363977208,0.014288969751724879,0.0,0.0,0.006913446751942654,11.576989585361844,3.7612084285205554,2.400884236142267,8.09189745517165,8.083566902096262,8.16030537778639,8.201374665951965,0.000180371019519868,0.00021097237697211907,-0.00025407884480510464,-0.00021097237697211918,-0.00022545032517130116,0.00024206177899063904,1.1696578393453068,1.1787954232195745,0.709901761629248,0.27713469719034717,0.0,0.0,1915.955972141219,157.74833094595846,14.449111395432277,74.14069575702104,339.6957689377467,2.199533182943833,0.006913446751942654,2.1250507255983017e-10,0.0006531974473521383,0.06872325082800843,0.006923551512134368,0.014288969751724879,0.4794110302482751,0.0,0.0,0.0,0.0,0.001179422838531929,28108.85674856564,0.00015673392269763747,68.0193860708292,0.0,0.0,0.0,0.0,0.04098465672090966,1.0731166432385387e-06,6.663183793521683e-10,1.780053531833541e-14,1.7663186905563825e-09,0.1647662551889202,0.0030002975463562227,0.024875838147762584,8.514551188771891e-07,8.153194029411409e-10,2.4121007276404334e-10,1.999179800381819e-10,1.909903467312613e-07,4.2941007410593077e-07,6.727108145014113e-07,0.9962544545550752,0.9863138542864897,0.7624164114077009,1e-07,1e-07,2014-05-23 15:42:00,2.841,55.4495,0.0932,239.5041297797027,16213.654166666667,143,5,2014
6,2313.64125330008,1,2106.40107664895,2,2313.64125330008,2106.40107664895,1,4,1,1,3,1,auto,34.6319990240964,13.238912144,0.0,0.0,411.32919983762497,10176.434509802257,67.60744038308864,0.0891,0.5273,27938.557923832857,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.05043324266918,397.5669058658857,396.09874273372,1939.8639389766631,150.84125340739106,15.69588426489593,403.505837417723,69.76826674708386,2.2249178988716154,0.09612827689745829,0.014572843230460254,0.0,0.0,0.007555719725772969,11.939170703428655,3.6020983764601424,2.3035120083262197,8.05043324266918,8.041997480642186,8.121724160306554,8.162546112101415,0.00017642775440374935,0.00020491008930767284,-0.0002443592172940983,-0.00020491008930767274,-0.00021805699184560855,0.0002330065453433403,1.161439083097678,1.168244894705968,0.7220016349594449,0.25674111922914283,0.0,0.0,1939.8639389766631,150.84125340739106,15.69588426489593,69.76826674708386,341.56093309054114,2.2249178988716154,0.007555719725772969,2.9530619089863694e-10,0.0008232543762535259,0.0804252134641161,0.007851531864324187,0.014572843230460254,0.5127271567695397,0.0,0.0,0.0,0.0,0.0013479030994768015,27938.556575929757,0.00017463462355407758,67.6072657484651,0.0,0.0,0.0,0.0,0.03962619057200011,1.1004042002099457e-06,6.923339362373121e-10,1.9809829933386362e-14,1.8186808754847016e-09,0.15661059249163756,0.002925087482798457,0.024821513177994387,8.698110720206083e-07,8.692184430713181e-10,2.530607143586587e-10,2.195409134443887e-10,1.9984077601409005e-07,4.26147755071949e-07,6.663851245959791e-07,0.9963071294151908,0.9852816712892083,0.7576198913002035,1e-07,1e-07,2014-06-04 14:51:00,2.69733333333333,54.4458333333333,0.0391,184.38036921553802,16225.61875,155,6,2014
7,2357.25044736687,1,2123.55006700511,2,2357.25044736687,2123.5500670051097,1,4,1,1,3,1,auto,34.427,19.8,0.0,0.0,408.89439714285714,10116.196602604385,67.20724808432628,0.09505,1.0903,27773.17973977073,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.00109342455464,465.3122045899993,463.7301258377841,1936.6960552108483,171.69511032162976,15.158901472631927,475.95005895824664,73.31529972104609,3.71917478979751,0.10460964438676787,0.03527383075398053,0.0,0.0,0.008102946221309878,11.232282049415577,4.123166964310117,2.67579725208368,8.00109342455464,7.991976118362626,8.091357043465573,8.127316997377923,0.00018905775849134768,0.00022283262568825846,-0.0002712999248029389,-0.00022283262568825821,-0.00023925859791989093,0.00025829894870217515,1.178648406002637,1.1937529655111188,0.6968588680172749,0.23901134258025178,0.0,0.0,1936.6960552108483,171.69511032162976,15.158901472631955,73.31529972104609,335.57909742181107,3.71917478979751,0.008102946221309878,3.4482712421598214e-10,0.0008476614064026642,0.08379503176594538,0.010407306482824811,0.03527383075398053,1.0550261692460194,0.0,0.0,0.0,0.0,0.0018719082892874124,27773.17786786244,0.00021161871117585405,67.2070364656151,0.0,0.0,0.0,0.0,0.03268905906262922,1.2743840087092974e-06,8.843069425857326e-10,3.7098227896946144e-14,2.1792461538477852e-09,0.1202220044358219,0.0025733783139901653,0.024520400850964488,9.860579411011279e-07,1.238872605435478e-09,3.3350010123844733e-10,3.7614705525177677e-10,2.5738648892740475e-07,4.21254221998277e-07,6.491155076741733e-07,0.9965999629139124,0.9776492214508149,0.7322495626864887,1e-07,1e-07,2014-08-07 18:08:00,2.80356666666667,51.6073833333333,0.1937,38.12037005438845,16289.755555555555,219,8,2014
8,2365.52158230317,1,2124.45341712241,2,2365.52158230317,2124.45341712241,1,4,1,1,3,1,auto,34.338,20.0435204896,0.0,0.0,407.8373314285715,10090.044411079367,67.03350523483302,0.09815,1.1167,27701.38106440431,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.01165723436971,454.0979185842481,452.55862910699994,1932.9447549863964,176.8075174462409,14.701144689772743,464.6414777435599,74.93363796908885,3.8923521134848227,0.10841892510689483,0.03732551100905842,0.0,0.0,0.007895792262232812,11.075716038133539,4.249826895794415,2.7593005624928018,8.01165723436971,8.002522084388183,8.10260428644693,8.138512508549546,0.0001918118349917916,0.00022693769665847478,-0.00027781258973675574,-0.00022693769665847489,-0.00024425417276970106,0.00026443162206033947,1.1831266650891816,1.2003846222028978,0.6904360784136703,0.244806941569634,0.0,0.0,1932.9447549863964,176.8075174462409,14.701144689772825,74.93363796908885,332.9036934594826,3.8923521134848227,0.007895792262232812,3.37127082936659e-10,0.0008481160825075042,0.08618484171670894,0.011117041863656483,0.03732551100905842,1.0793744889909418,0.0,0.0,0.0,0.0,0.0018393602624552272,27701.37922504405,0.00020694187369297946,67.03329829295932,0.0,0.0,0.0,0.0,0.03248450862329508,1.2800032000742697e-06,8.90479754790872e-10,3.7892641979950344e-14,2.1912956159480793e-09,0.11891326577117661,0.0025576312252721623,0.024490881757445463,9.892780095309981e-07,1.2557440191110893e-09,3.366482634154825e-10,3.83755458128951e-10,2.59628627750482e-07,4.1978079272138925e-07,6.465391003412715e-07,0.9966102256490247,0.9773081834826401,0.7311552046808131,1e-07,1e-07,2014-08-07 18:13:00,2.80053333333333,51.60555,0.2335,38.079851687794786,16289.759027777778,219,8,2014
9,2328.90502483662,1,2091.43145211335,2,2328.90502483662,2091.43145211335,1,4,1,1,3,1,auto,35.152,18.86,0.0,0.0,417.5053257142858,10329.234117836271,68.6225690492996,0.02955,1.0487,28358.056589665688,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.017559539485996,436.948736715943,435.4456144499443,1904.6557682895877,172.21871311835696,14.556970705405584,446.35419341119444,76.17531743591026,3.579810808404737,0.032474687679565156,0.03403397659396776,0.0,0.0,0.007844210624244584,11.04448003792308,4.110155776835295,2.6641301284823404,8.017559539485996,8.008481583960302,8.105450753642819,8.14082597768161,0.00018936441054101855,0.00022391335201372466,-0.000273882320491068,-0.00022391335201372476,-0.0002407929725206918,0.000260425010098883,1.1824468566928654,1.1978902560805578,0.6914079382761553,0.24281038074153102,0.0,0.0,1904.6557682895877,172.21871311835696,14.556970705405556,76.17531743591026,341.33000827837554,3.579810808404737,0.007844210624244584,9.976015845984184e-11,0.0002565042916815484,0.02611230343779127,0.0031811921707670236,0.03403397659396776,1.0146660234060323,0.0,0.0,0.0,0.0,0.0017595307378222664,28358.05483013495,0.00020285690740194458,68.6223661923922,0.0,0.0,0.0,0.0,0.03343005468959437,1.2565678643268345e-06,8.683689855325827e-10,3.437957751987106e-14,2.1432866651077215e-09,0.12642379595867267,0.0026535369233476012,0.024693233667675608,9.776671173458101e-07,1.1699981677665669e-09,3.221291586659516e-10,3.4743654559533006e-10,2.489810664210263e-07,4.328029164485058e-07,6.677179122197601e-07,0.9965599574053102,0.9789282663093818,0.7373193070892159,1e-07,1e-07,2014-08-08 18:33:00,3.4376,52.7086333333333,,81.2344295112858,16290.772916666667,220,8,2014
