,Unnamed: 0,index,Agency,Cruise,Date+time (GMT),Station,Bottle,latitude,longitude,Depth,Pressure,Temperature,Salinity (practical),Oxygen,Fluorescence,TA,DIC,Analysis ID (for TA+DIC),Silicate,Phosphate,Nitrite,Nitrate,Ammonium,datetime,distance_to_shore,datenum,dayofyear,month,year
17,17,176,Cefas,CEND_17_14,2014-08-15 09:32:00,44.0,,53.7507833333333,5.35923333333333,27.0,,19.27,34.324,,,2358.8287949353,2117.66086637436,V38-0059,1.588,0.11965,0.0131,0.0258,0.284,2014-08-15 09:32:00,51.83454357885186,16297.397222222222,227,8,2014
18,18,177,Cefas,CEND_17_14,2014-08-15 09:30:00,44.0,,53.75085,5.35756666666667,4.0,,19.402698272,34.165,,,2356.1256096594,2111.87866003519,V38-0068,1.2594,0.13345,0.01,0.0354,0.3668,2014-08-15 09:30:00,51.88871987477291,16297.395833333334,227,8,2014
19,19,178,Cefas,CEND_17_14,2014-08-16 08:46:00,50.0,,54.564,6.3088,34.0,,18.57,34.357,,,2365.99481511624,2139.66940976437,V24-0057,2.8635,0.24345,0.0233,0.129,0.5669,2014-08-16 08:46:00,116.52281688887884,16298.365277777777,228,8,2014
20,20,179,Cefas,CEND_17_14,2014-08-16 08:41:00,50.0,,54.5651333333333,6.3074,4.0,,18.6597536064,34.36,,,2364.86360938792,2142.21785748467,V38-0062,4.5775,0.16205,0.0459,0.1378,0.8842,2014-08-16 08:41:00,116.67767275229984,16298.361805555556,228,8,2014
21,21,180,Cefas,CEND_17_14,2014-08-17 15:45:00,59.0,,55.6630666666667,6.69631666666667,30.0,,17.4,34.46,,,2362.28923780895,2132.36049778734,V24-0049,3.2631,0.05225,0.0128,0.0429,0.3515,2014-08-17 15:45:00,88.76156649319582,16299.65625,229,8,2014
22,22,181,Cefas,CEND_17_14,2014-08-17 15:43:00,59.0,,55.6631666666667,6.69483333333333,4.0,,17.5400013408,34.455,,,2362.68787616291,2129.17626257798,V38-0058,2.9417,0.05415,0.0175,0.05,0.4303,2014-08-17 15:43:00,88.85557999147521,16299.65486111111,229,8,2014
23,23,182,Cefas,CEND_17_14,2014-08-18 10:25:00,63.0,,55.7724166666667,5.29595,46.0,,10.76,34.856,,,2329.82180480488,2193.1987568289,V38-0074,2.259,0.45505,0.0488,0.2967,1.2389,2014-08-18 10:25:00,177.5824857998983,16300.434027777777,230,8,2014
24,24,183,Cefas,CEND_17_14,2014-08-18 10:19:00,63.0,,55.7735333333333,5.2617,4.0,,16.676094096,34.816,,,2305.37555226469,2077.43720676987,V38-0073,0.4952,0.09055,0.0095,0.0524,0.3487,2014-08-18 10:19:00,179.73256772038076,16300.429861111112,230,8,2014
25,25,366,Cefas,CEND_07_15,2015-05-01 13:17:00,15.0,,52.4236666666667,2.505,4.0,,9.041895267,34.77011478125,,,2318.30336087092,2109.0174163293,V38-1218,0.595849460600979,0.136103533629495,0.0699793715398693,4.08613161630149,0.254639024194587,2015-05-01 13:17:00,50.36396535267298,16556.553472222222,121,5,2015
26,26,436,Cefas,CEND_18_15,2015-08-09 08:09:00,8.0,,52.6519166666667,3.41518333333333,4.0,,17.262531,35.132,,,2298.89234547926,2108.58068321483,V38-1318,0.1765,0.03,0.0144,0.0709,0.5137,2015-08-09 08:09:00,81.06528745861901,16656.339583333334,221,8,2015
27,27,437,Cefas,CEND_18_15,2015-08-09 08:13:00,8.0,,52.6525333333333,3.41528333333333,29.0,,17.18,35.126,,,2338.93808719347,2098.55376052188,V38-1313,1.1485,0.4095,0.0401,0.342,0.8456,2015-08-09 08:13:00,81.0742921330033,16656.34236111111,221,8,2015
28,28,438,Cefas,CEND_18_15,2015-08-10 12:11:00,15.0,,53.7786666666667,4.44723333333333,4.0,,17.863381,34.221,,,2324.44184621556,2086.30057263726,V38-1314,3.7905,0.0803,0.0607,0.4374,1.4809,2015-08-10 12:11:00,90.76313366812504,16657.50763888889,222,8,2015
29,29,439,Cefas,CEND_18_15,2015-08-10 12:14:00,15.0,,53.7782333333333,4.44631666666667,39.0,,16.39,34.155,,,2320.03318699122,2126.28779659804,V38-1317,5.575,0.2253,0.1007,1.1433,2.6913,2015-08-10 12:14:00,90.7779203663393,16657.50972222222,222,8,2015
30,30,440,Cefas,CEND_18_15,2015-08-11 11:44:00,22.0,,54.5608166666667,6.3311,4.0,,17.949137,34.165,,,2367.01021292875,2132.62979778735,V24-0646,3.1489,0.1135,0.0132,0.0972,0.8568,2015-08-11 11:44:00,115.47450290797498,16658.48888888889,223,8,2015
31,31,441,Cefas,CEND_18_15,2015-08-11 11:48:00,22.0,,54.5611,6.32973333333333,38.0,,16.63,34.204,,,2362.41664858029,2160.16035385986,V24-0643,4.5883,0.1276,0.0349,0.1388,1.0606,2015-08-11 11:48:00,115.54689852511784,16658.491666666665,223,8,2015
32,32,444,Cefas,CEND_18_15,2015-08-13 11:30:00,34.0,,55.6195333333333,3.6707,4.0,,16.252639,34.833,,,2284.3468574674,2056.52952690731,V24-0642,0.3693,0.0072,0.0131,0.1008,0.755,2015-08-13 11:30:00,278.9061240509079,16660.479166666668,225,8,2015
33,33,445,Cefas,CEND_18_15,2015-08-13 11:34:00,34.0,,55.6200833333333,3.66963333333333,36.0,,11.64,34.845,,,2300.23244670774,2097.82372552449,V24-0647,0.5609,0.1647,,,0.2261,2015-08-13 11:34:00,278.97273986858795,16660.481944444444,225,8,2015
