,Unnamed: 0,datetime,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,datenum,dayofyear,month,year,distance_to_shore
0,0,2011-06-30,2097.995238095238,2.0,2322.709523809524,1.0,2322.709523809524,2097.995238095238,1.0,4.0,1.0,1.0,3.0,1.0,34.363158945686905,15.058067092651758,0.0,0.0,408.1361478206298,10097.43723766556,67.08261969453962,0.0823809523809523,1.4019047619047618,27721.677457369875,0.0,0.0,83.14462618,0.0,0.0,8.059659191484181,391.4046144032441,389.9919172996628,1920.311237964666,163.04044730976284,14.643552820809331,397.9971554430378,73.473171859114,2.719923163268662,0.0898183541674276,0.0433865662553612,0.0,0.0,0.0073289251648097,11.470776993684243,3.902478220038857,2.504217422997972,8.059659191484181,8.05104539898815,8.135848289253758,8.175893514992216,0.0001830939367455,0.0002148582796063,-0.0002600293817599,-0.0002148582796063,-0.0002301094439887,0.0002477107991035,1.1731483745993232,1.1850091364360655,0.7049422978068473,0.263001609900916,0.0,0.0,1920.311237964666,163.04044730976284,14.64355282080934,73.473171859114,335.0779192973486,2.719923163268662,0.0073289251648097,2.5668335418268987e-10,0.0007172560917767,0.0735090376408735,0.0081546583916187,0.0433865662553612,1.3585181956494006,0.0,0.0,0.0,0.0,0.0014048426495644,27749.86009204557,0.0001749496588682,67.1506462167207,0.0,0.0,0.0,0.0,0.0375399875726279,1.146121801433331e-06,7.38276557017704e-10,2.363173475302514e-14,1.9089354992842113e-09,0.1446831882551506,0.0028109548775637,0.024724795924143,9.001737779226138e-07,9.63421951470637e-10,2.7359666699982835e-10,2.560531658758149e-10,2.1494998489413399e-07,4.2180970746868587e-07,6.574021788300256e-07,0.9963913927954234,0.9834212949796742,0.7500509601413886,1.0000000000000001e-07,1.0000000000000001e-07,4.749184904153355,54.3244251597444,15155.0,181,6,2011,126.52150117023812
1,1,2011-07-31,2097.3,2.0,2313.9,1.0,2313.9,2097.3,1.0,4.0,1.0,1.0,3.0,1.0,34.95,13.84656050955414,0.0,0.0,415.10614285714286,10269.87745841994,68.22823134595532,0.0499999999999999,0.0999999999999999,28195.09779838461,0.0,0.0,83.14462618,0.0,0.0,8.05701969412867,389.9799165737009,388.5505849424392,1925.5128656238087,156.69767777543075,15.089456600760922,396.0367362173719,72.53710507641875,2.406598408886952,0.0541382968912532,0.0028805118615582,0.0,0.0,0.0074117161435914,11.645723736623514,3.7347526749626847,2.392415903730231,8.05701969412867,8.048493982547093,8.130081221791418,8.169858222527047,0.0001800918558117,0.0002103105694422,-0.0002527151976428,-0.0002103105694422,-0.0002245105912002,0.0002407670104371,1.1677961143455715,1.1766304552910352,0.7126277227945668,0.2597931205566617,0.0,0.0,1925.5128656238087,156.69767777543075,15.089456600760922,72.53710507641875,342.5690377807241,2.406598408886952,0.0074117161435914,1.5745038448895732e-10,0.0004462594700485,0.0449691836962985,0.0045845566762025,0.0028805118615582,0.0971194881384417,0.0,0.0,0.0,0.0,0.0013578943143323,28195.09644049029,0.0001738582701248,68.22805748768519,0.0,0.0,0.0,0.0,0.0388154004832811,1.119500345263673e-06,7.141267775707242e-10,2.1139495354272243e-14,1.8577939493779307e-09,0.1537909480122626,0.0029076871280245,0.024855155761253,8.840107346772746e-07,8.948658518222191e-10,2.6029017455591526e-10,2.305311243809337e-10,2.0496150990317844e-07,4.308875850913213e-07,6.726270523987875e-07,0.9963356308636144,0.984689921406979,0.7561348557256609,1e-07,1e-07,3.625759872611465,56.49572547770701,15186.0,212,7,2011,251.05101434247428
