,datetime,par1,par1_type,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pCO2,fCO2,aqueous_CO2,xCO2,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,fco2_air,deltafco2,datenum,dayofyear,month,year,distance_to_shore
196,2008-03-31,322.3744421186172,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,6.589531874405329,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,323.67769336521525,322.37444211861714,,,,,,,,,,,,,,,,,,0.9959750320168017,,,1e-07,1e-07,4.9048604503647315,54.47971360608944,,,13969.0,142,3,2008,138.05494331315705
197,2008-04-30,284.22249849754405,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.80762304250559,7.54495405952037,0.0,0.0,413.41511139341645,10228.040722901476,67.95028776958159,0.0,0.0,28080.238506802598,0.0,0.0,83.14462618,0.0,0.0,285.35834953342686,284.22249849754405,13.447769679008054,292.2261225236284,0.04669014879450591,9.702166313727442e-07,5.690275749509714e-10,1.1895936815472354e-14,1.572256294518722e-09,0.1951482208344654,0.003242445957866259,0.024893927714160623,7.783941138904159e-07,6.532424242058851e-10,2.013623455057544e-10,1.4308354139491022e-10,1.610714364036265e-07,4.2870345980321426e-07,6.762037231413583e-07,0.9960249064940407,0.9894924989902352,0.7774181413453283,1.0000000000000001e-07,1.0000000000000001e-07,4.989621207743427,54.85562785322161,386.49684997799517,-98.48100624197727,13999.0,142,4,2008,173.8655331046662
198,2008-05-31,284.7264550580431,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.82913368983957,11.584121393034824,0.0,0.0,413.67059642475175,10234.361515810526,67.99228014219115,0.0,0.0,28097.591720115564,0.0,0.0,83.14462618,0.0,0.0,285.8041324457356,284.7264550580431,14.105796233249707,321.69965319911796,0.044541254620229696,1.0063300657034966e-06,6.021319482347091e-10,1.3744962939648915e-14,1.6392452405411325e-09,0.1836847674246939,0.003154416012326865,0.024898781825762134,8.042829565396368e-07,7.06913407810509e-10,2.1486861791313742e-10,1.6119288694023703e-10,1.7130437999572705e-07,4.2916424105054393e-07,6.754024489914463e-07,0.9962268578036558,0.9884515144420005,0.7721436826284434,1.0000000000000001e-07,1.0000000000000001e-07,4.8726527363184085,54.74053897180763,385.98353657636085,-69.23133871539831,14030.0,142,5,2008,165.02219610311613
199,2008-06-30,311.81104123314066,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,14.663798073217725,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,312.9468269468391,311.81104123314066,,,,,,,,,,,,,,,,,,0.9963732315001018,,,9.999999999999998e-08,9.999999999999998e-08,5.021788439306358,54.62045664739884,,,14060.0,142,6,2008,148.92416603182488
200,2008-07-31,373.2002048646797,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,16.460047619047618,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,374.5281615243574,373.2002048646797,,,,,,,,,,,,,,,,,,0.9964546407004077,,,1e-07,1e-07,5.003541966426859,54.59046248715313,,,14091.0,142,7,2008,146.32486727469094
201,2008-08-31,409.39675055778673,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,17.21243953592146,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,410.8393326026432,409.39675055778673,,,,,,,,,,,,,,,,,,0.9964880056184651,,,1e-07,1e-07,4.970358322177599,54.43405131637662,,,14122.0,142,8,2008,131.5713361993508
202,2008-09-30,398.16843212890626,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,16.574615234375,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,399.58269951082923,398.1684321289062,,,,,,,,,,,,,,,,,,0.9964597739540152,,,1e-07,1e-07,4.99244189453125,54.5340712890625,,,14152.0,142,9,2008,140.9074076720694
203,2008-10-31,390.20777748614756,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,14.138980460775736,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,391.63718211913175,390.20777748614756,,,,,,,,,,,,,,,,,,0.9963485943130435,,,1e-07,1e-07,4.971268883056284,54.534589676290466,,,14183.0,142,10,2008,141.54653502192616
204,2008-11-30,367.72336967418545,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,11.114376879699249,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618000002,0.0,0.0,369.1237648320107,367.72336967418545,,,,,,,,,,,,,,,,,,0.9962045972205319,,,1.0000000000000001e-07,1.0000000000000001e-07,5.017328320802005,54.54352631578947,,,14213.0,142,11,2008,141.1903068581043
205,2008-12-31,358.6874,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,8.902535460992908,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,360.09351402276826,358.6874,,,,,,,,,,,,,,,,,,0.9960947038956534,,,1e-07,1e-07,5.123846808510638,54.368600709219855,,,14244.0,142,12,2008,120.61194682930258
207,2009-02-28,337.9157529880478,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,4.335936254980079,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,339.32271525460135,337.91575298804776,,,,,,,,,,,,,,,,,,0.9958535699791586,,,1e-07,1e-07,5.455167330677291,53.918601593625496,,,14303.0,142,2,2009,66.07940123375732
208,2009-03-31,318.6553057228915,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,5.20516967871486,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,319.9677381316816,318.6553057228915,,,,,,,,,,,,,,,,,,0.9959008307711086,,,1e-07,1e-07,5.487416666666666,53.97725451807229,,,14334.0,142,3,2009,71.17799749967531
209,2009-04-30,248.31227399165508,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,9.16017802503477,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,249.2834496898554,248.31227399165508,,,,,,,,,,,,,,,,,,0.996107625136147,,,1e-07,1e-07,5.723659248956884,54.22802225312934,,,14364.0,142,4,2009,93.03854277162804
210,2009-05-31,255.22259738163558,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.15148161764706,11.241208751793401,0.0,0.0,405.6220259558824,10035.236945256549,66.66939023221641,0.0,0.0,27550.91170727591,0.0,0.0,83.14462618,0.0,0.0,256.19401853923,255.22259738163558,10.911343046793322,270.38034021396777,0.041060754590071,1.0681645106903918e-06,6.57162858554512e-10,1.7724523474707e-14,1.7541390747856291e-09,0.1620435373843231,0.0029593294325544204,0.024763266641789364,8.45664185075238e-07,8.241630563660984e-10,2.410483410245195e-10,2.0187292580182657e-10,1.9121139771435682e-07,4.1917254684727047e-07,6.574353321108619e-07,0.9962106646060828,0.9862462900471546,0.7603422428449886,1e-07,1e-07,5.204193041606887,53.82740236728838,384.975602245611,-119.30558110590515,14395.0,142,5,2009,63.77845014957058
211,2009-06-30,299.9004016438356,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,14.192816438356164,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,300.99830222745686,299.9004016438356,,,,,,,,,,,,,,,,,,0.9963508800060402,,,1e-07,1e-07,5.320532602739726,53.85929698630137,,,14425.0,142,6,2009,63.89710361922138
212,2009-07-31,369.77453089887644,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,17.4540702247191,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,371.0736458134824,369.7745308988764,,,,,,,,,,,,,,,,,,0.9964988059488257,,,1e-07,1e-07,5.43347191011236,53.94714606741573,,,14456.0,142,7,2009,69.5596752254043
213,2009-08-31,395.8591006509764,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,18.439188282423636,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,397.2326091412688,395.8591006509764,,,,,,,,,,,,,,,,,,0.9965416553500356,,,1e-07,1e-07,5.486235853780672,54.031126189283924,,,14487.0,142,8,2009,76.79190269146413
214,2009-09-30,408.12618991735536,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.48708312342569,17.7885608815427,0.0,0.0,409.60801298308746,10133.851718910564,67.32454036601658,0.0,0.0,27821.650399027374,0.0,0.0,83.14462618000002,0.0,0.0,409.5537855351362,408.12618991735536,14.429411829068064,424.40870256362354,0.034828377043794496,1.2148943873586868e-06,8.152142773838841e-10,3.023035862315465e-14,2.05181570175637e-09,0.1313163287913756,0.0026861087597241104,0.024641629732188714,9.46893997087837e-07,1.1016663963646244e-09,3.046478098726805e-10,3.1501791666674994e-10,2.3708708100503893e-07,4.230373190235389e-07,6.554054153484461e-07,0.9965134086464175,0.9805188133541595,0.7408104211596677,1e-07,1e-07,5.235687988980716,53.738576033057846,370.16042376435684,44.51072157569353,14517.0,142,9,2009,53.938646336151294
227,2010-10-31,373.45725,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.490125,13.571125,0.0,0.0,397.7669989285714,9840.900710076281,65.3783117683823,0.0,0.0,27017.377672535775,0.0,0.0,83.14462618,0.0,0.0,374.8356169051279,373.45725,14.741087740483852,380.5631127308515,0.03947182780085209,1.0981280516721926e-06,6.826288353464101e-10,2.0104987937902298e-14,1.809718255668757e-09,0.1508251768772236,0.0028459322411377155,0.024631200672925666,8.643145940928534e-07,8.962704035834805e-10,2.5527924781013227e-10,2.2706844823581752e-10,2.0206961742787824e-07,4.0905299715466313e-07,6.405555201260083e-07,0.996322747246396,0.9849498585643657,0.7534164139178544,1e-07,1e-07,3.5241875,51.93425,383.2023203211595,-9.745070321159538,14913.0,142,10,2010,26.742695779079394
230,2011-01-31,347.886895323741,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.0971464028777,4.948283237410072,0.0,0.0,393.09953599075027,9725.425973703525,64.61115197901266,0.0,0.0,26700.351349830904,0.0,0.0,83.14462618,0.0,0.0,349.32424068218944,347.886895323741,18.42918131387644,352.30008826518497,0.0529438254031367,8.756717782730197e-07,4.804588213982621e-10,8.372545724099807e-15,1.3973151645657243e-09,0.2162546327259339,0.003355219474356628,0.02460730983264133,7.06658763577478e-07,5.561181471345164e-10,1.7145931104334893e-10,1.1004481753076624e-10,1.3854626820180737e-07,4.0353418463061513e-07,6.413797392822466e-07,0.9958861073113486,0.9915457455472589,0.7838228823741461,1e-07,1e-07,4.54903309352518,53.10582050359712,390.1982171507924,-42.31132182705139,15005.0,142,1,2011,20.25402773800957
235,2011-06-30,381.4977106100796,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.36607161803713,15.060794429708222,0.0,0.0,408.17074204622963,10098.293111431325,67.08830571694153,0.0,0.0,27724.02718789261,0.0,0.0,83.14462618,0.0,0.0,382.8793203398697,381.49771061007954,14.319072463326355,389.33524158318454,0.03753638460296418,1.146222929081165e-06,7.384042141298112e-10,2.3639457928251527e-14,1.909152559995769e-09,0.14467730540958512,0.0028109650485960646,0.024725152489385258,9.002523932224992e-07,9.635401651750982e-10,2.73633441795096e-10,2.5611127101065416e-10,2.1497490528691984e-07,4.2185270153080096e-07,6.57462001651131e-07,0.9963915155514135,0.9834182585448098,0.7500481249639986,1.0000000000000001e-07,1.0000000000000001e-07,4.551449602122016,54.254604244031825,383.68744611795967,-2.189735507880097,15155.0,142,6,2011,126.18728837561818
236,2011-07-31,378.8490565217391,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.95155652173913,13.845917391304347,0.0,0.0,415.12462988819874,10270.33483431471,68.231269936093,0.0,0.0,28196.353486014366,0.0,0.0,83.14462618,0.0,0.0,380.242416439641,378.8490565217391,14.705339590548691,386.15421829439,0.038815832433785856,1.1194977060319465e-06,7.141347521380226e-10,2.1138667086541483e-14,1.8577954152380412e-09,0.15380023839153542,0.0029078055435702434,0.024855409606172867,8.840137750672218e-07,8.948149817519086e-10,2.602848326120117e-10,2.3051693173726788e-10,2.0495674456131613e-07,4.3091128145420085e-07,6.726633279710111e-07,0.9963356008350537,0.9846905729738364,0.7561413967035383,1e-07,1e-07,3.6243000000000003,56.49539565217391,382.19586617637617,-3.3468096546370876,15186.0,142,7,2011,251.14007676700916
239,2011-10-31,417.9878124260355,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.505136094674555,15.48973372781065,0.0,0.0,409.8224307016061,10139.15649151389,67.35978277800082,0.0,0.0,27836.214212758794,0.0,0.0,83.14462618,0.0,0.0,419.4933776491258,417.9878124260355,15.474592526589655,426.7622844011181,0.037018787987969835,1.1590576316452271e-06,7.529968374247667e-10,2.467492462233182e-14,1.9356351445981353e-09,0.1425664564170583,0.0027949374232014218,0.024733565457445157,9.095252377781993e-07,9.844380993291946e-10,2.7886568892820587e-10,2.649306295113448e-10,2.1868617116597895e-07,4.2385834474434573e-07,6.59813292354784e-07,0.9964111459326661,0.9829635939087104,0.7487594474850289,1e-07,1e-07,6.237299999999999,55.77112662721894,379.66061604936664,38.32719637666889,15278.0,142,10,2011,119.08959399012328
240,2011-11-30,385.9272713804714,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.63672777777778,12.151646144781145,0.0,0.0,399.5082210634921,9883.979181116103,65.66450485101986,0.0,0.0,27135.646046125454,0.0,0.0,83.14462618,0.0,0.0,387.3779369322246,385.9272713804713,15.934460735147988,392.78382351376246,0.041299531741178785,1.0626295290324215e-06,6.49299155576191e-10,1.7653986625935472e-14,1.742178710866282e-09,0.16051160258685368,0.002933823963797575,0.02468559150476902,8.404235001454656e-07,8.292423396785283e-10,2.4026113645136484e-10,2.0253052409102855e-10,1.9081224487867695e-07,4.1149345352372234e-07,6.45941248314663e-07,0.9962547539132801,0.9862471365200378,0.7589824925198267,1e-07,1e-07,4.5761190235690234,53.10691750841751,387.78065285009666,-1.8533814696253226,15308.0,142,11,2011,19.220174305818617
246,2012-05-31,312.2261311935808,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.61192076228686,9.450268806419258,0.0,0.0,411.09072745378995,10170.534616000768,67.56824426601379,0.0,0.0,27922.360254152125,0.0,0.0,83.14462618,0.0,0.0,313.4416901007426,312.2261311935807,13.990988257452493,317.0700208144111,0.04479498263336473,1.0011546237971671e-06,5.961369710741106e-10,1.353238874267926e-14,1.6288127827707534e-09,0.1837948200161013,0.003150015009875753,0.024867323263583617,8.000809437165936e-07,7.040035559136976e-10,2.1339788726371077e-10,1.5970140124027645e-10,1.7028373264489737e-07,4.2595021947565805e-07,6.707274044777523e-07,0.9961225235849802,0.9885467872652033,0.7719715064815058,1e-07,1e-07,4.158799699097292,53.29182136409228,392.95389278274394,-80.72776158916317,15491.0,142,5,2012,53.32825831923253
251,2012-10-31,423.55482758620684,5.0,1.0,4.0,1.0,1.0,3.0,1.0,35.08562045977012,15.076355287356321,0.0,0.0,416.7169264321839,10309.728831887567,68.49298511146146,0.0,0.0,28304.506442924816,0.0,0.0,83.14462618,0.0,0.0,425.0883584278573,423.55482758620684,15.821645206477823,432.2537941272302,0.03735497580569957,1.1536367753171162e-06,7.511767914822991e-10,2.389816081152928e-14,1.926979815156975e-09,0.14668113674600014,0.002846749878984926,0.024840228833683083,9.079357693120088e-07,9.552950097129014e-10,2.7471018656369253e-10,2.550631736361357e-10,2.1535466151267977e-07,4.327779439833491e-07,6.736859409333066e-07,0.9963924231568279,0.9834235241296035,0.751753432058959,1e-07,1e-07,2.8818098965517245,52.7927456321839,385.32872360127857,38.22610398492829,15644.0,142,10,2012,78.91624827612453
252,2012-11-30,414.7754857142857,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.41283571428572,9.507419285714287,0.0,0.0,408.7261658979592,10112.034500213205,67.17959703532587,0.0,0.0,27761.753032447163,0.0,0.0,83.14462618,0.0,0.0,416.38881712722815,414.7754857142857,18.563291997414886,421.23047100705156,0.044753537566974456,1.000928407137807e-06,5.945836651281109e-10,1.3558225165098705e-14,1.6274614716950838e-09,0.1824590126103975,0.003134980556778351,0.024839553986396912,7.994821399154051e-07,7.084554031522379e-10,2.1372565374396308e-10,1.6058138924503835e-10,1.7063170826380938e-07,4.229714122766333e-07,6.661908457976616e-07,0.9961254687684821,0.9885051962646055,0.7711558858491193,1e-07,1e-07,2.508544142857143,53.49260142857143,391.5649419496553,23.210543764630433,15674.0,142,11,2012,98.53559009974668
253,2012-12-31,391.9181376923077,5.0,1.0,4.0,1.0,1.0,3.0,1.0,35.09729673076923,10.852530307692309,0.0,0.0,416.8556071708791,10313.159843971465,68.515779140617,0.0,0.0,28313.92600237376,0.0,0.0,83.14462618,0.0,0.0,393.4161559095426,391.91813769230765,16.714289637723684,398.42568074017703,0.04264732110825278,1.0417534182801648e-06,6.3733433852593e-10,1.571079530169293e-14,1.7071949437064107e-09,0.1749713585710336,0.0030908624149987634,0.024929456567295324,8.300502208557187e-07,7.562261555427552e-10,2.280155109243699e-10,1.7927730826119256e-10,1.8104799152326714e-07,4.332470662167729e-07,6.800576657095789e-07,0.9961922825014201,0.987426703230259,0.7680557527818077,1e-07,1e-07,2.810890684615385,52.711824038461536,391.13043160423763,0.7877060880700567,15705.0,142,12,2012,72.59830824689311
263,2013-10-31,385.0263092165899,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.73423963133641,15.093838709677419,0.0,0.0,400.66638327847267,9912.632536961324,65.85486425884734,0.0,0.0,27214.31146093482,0.0,0.0,83.14462617999999,0.0,0.0,386.42002591968225,385.0263092165898,14.482147325161222,392.9460763588163,0.03761870949879863,1.1406112045077644e-06,7.282112626928725e-10,2.3426586188491125e-14,1.895293984595365e-09,0.14258921694730967,0.0027763393469734114,0.0246198530798231,8.939510351051177e-07,9.698479322698955e-10,2.7302221800332266e-10,2.5721672087758175e-10,2.1489305897293523e-07,4.1243812464541997e-07,6.435227755772562e-07,0.9963932223869191,0.9833926800270851,0.748402360369437,1e-07,1e-07,2.802892165898618,51.64105069124424,389.3072399236265,-4.280930707036659,16009.0,142,10,2013,41.23596158311558
267,2014-02-28,384.7691451923077,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.627370192307694,8.827685096153846,0.0,0.0,411.2742225412088,10175.07435142613,67.59840413112464,0.0,0.0,27934.823721687655,0.0,0.0,83.14462618,0.0,0.0,386.2791088011076,384.7691451923077,17.59960020557335,390.5692930923277,0.04574071984926986,9.8529245072477e-07,5.817672427101673e-10,1.2704287517100797e-14,1.5994836581820486e-09,0.18889950480148446,0.003190252578294752,0.024869953368672447,7.888138123427863e-07,6.795421670563198e-10,2.07378837763443e-10,1.5147966375731507e-10,1.6571182342533764e-07,4.26135974535379e-07,6.716741578128299e-07,0.9960909923682932,0.9890158882753711,0.7743767362230533,9.999999999999998e-08,9.999999999999998e-08,3.1673528846153847,51.94326923076923,397.52332705900204,-12.754181866694331,16129.0,142,2,2014,47.33748159001288
268,2014-03-31,267.0214,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.07961764705882,8.893326470588235,0.0,0.0,404.76848731092434,10014.120087699564,66.52909977125124,0.0,0.0,27492.9371241882,0.0,0.0,83.14462618,0.0,0.0,268.0684017642027,267.0214,12.224332243341523,271.05764294763867,0.04577183127392465,9.822841125015528e-07,5.756144932997941e-10,1.2666405497126916e-14,1.5915963299503923e-09,0.18592829927506144,0.0031542707784815082,0.024792307793749566,7.854327025319832e-07,6.874825217398644e-10,2.0740423963556577e-10,1.5269401397403472e-10,1.6598459715427899e-07,4.180253711294486e-07,6.594479681100852e-07,0.9960944441576096,0.988969539770386,0.7724601994625371,1e-07,1e-07,2.81585,51.514529411764705,397.78700019357626,-130.7656001935763,16160.0,142,3,2014,29.74928094252296
269,2014-04-30,281.69103948220067,5.0,1.0,4.0,1.0,1.0,3.0,1.0,35.02209223300971,9.863565210355986,0.0,0.0,415.9623926074896,10291.061389713603,68.36896741325239,0.0,0.0,28253.256526859936,0.0,0.0,83.14462618,0.0,0.0,282.78201329818626,281.69103948220067,12.425992897947205,286.14458214212124,0.04407627411347577,1.0153323443654984e-06,6.117871294942164e-10,1.4196160267672137e-14,1.6569625610572322e-09,0.1822713919756517,0.0031476445642940965,0.024924790258351065,8.111160098411524e-07,7.161170559661675e-10,2.179034664305319e-10,1.6498039119166143e-10,1.734982189158815e-07,4.320786440923444e-07,6.794646555000492e-07,0.9961432731081067,0.9882286823960325,0.7716358020452754,1e-07,1e-07,2.976827508090615,52.41000145631068,397.99864027941135,-116.30760079721071,16190.0,142,4,2014,82.40620008350078
272,2014-07-31,381.28559364161845,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.092601156069364,17.82271098265896,0.0,0.0,393.04555144508674,9724.090376343302,64.60227889887636,0.0,0.0,26696.68457792021,0.0,0.0,83.14462618,0.0,0.0,382.61897890678154,381.28559364161845,13.278933559725797,390.3354624563599,0.034826898308849025,1.2063271916440646e-06,7.955255723304883e-10,3.011937670864406e-14,2.028177884319156e-09,0.1265022133734218,0.0026051571739274864,0.024390942983817377,9.347443421282792e-07,1.1266212113145877e-09,3.053141589632619e-10,3.2261351793134164e-10,2.384444572123199e-07,4.0196422127505933e-07,6.240929982359178e-07,0.9965150639943036,0.9802325639890649,0.7369067981957472,1.0000000000000001e-07,1.0000000000000001e-07,5.038497109826589,56.368421965317914,385.75438066175064,-4.4687870201320985,16282.0,142,7,2014,191.19700383811124
273,2014-08-31,410.8192703200036,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.13875822000808,18.20739652753467,0.0,0.0,405.47090834449597,10031.498240403702,66.64455203714863,0.0,0.0,27540.647402819293,0.0,0.0,83.14462618,0.0,0.0,412.24896210329763,410.8192703200036,14.068248002778674,420.76858203713863,0.034248728672425004,1.2279241437333778e-06,8.276351830653441e-10,3.1799659089880974e-14,2.077938394391801e-09,0.12718841907739198,0.002637085802583091,0.02455110770354767,9.538704675940102e-07,1.1397854283567937e-09,3.119464569081775e-10,3.3123367249148513e-10,2.424777234004521e-07,4.1764364037845146e-07,6.465188390743915e-07,0.9965317752415735,0.9797577875404956,0.7377002253002589,1e-07,1e-07,2.7673376044163187,51.74441688882904,380.2205256231525,30.5987446968511,16313.0,142,8,2014,51.97135880273021
274,2014-09-30,452.09075014880955,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.73632362847222,18.123005531994046,0.0,0.0,400.6911352101686,9913.244908784172,65.85893256896772,0.0,0.0,27215.992677045142,0.0,0.0,83.14462618,0.0,0.0,453.66581022882207,452.09075014880955,15.554241118719853,462.98874906302535,0.03440460836753329,1.2215821270955978e-06,8.170945649868313e-10,3.132607638404076e-14,2.062551693116759e-09,0.12653509684259429,0.0026215846335939288,0.024491118319377423,9.480465017890083e-07,1.1406768484408122e-09,3.102373642740491e-10,3.295278480681352e-10,2.41548914646465e-07,4.1145395753621527e-07,6.375018502803312e-07,0.996528147940757,0.9798636485839972,0.7371347407083121,1e-07,1e-07,2.98556649578373,51.58594440848214,380.7104060640599,71.38034408474962,16343.0,142,9,2014,30.112265350921227
275,2014-10-31,429.88359610829104,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.72193467889908,15.903120727580374,0.0,0.0,412.3973784576671,10202.861638671107,67.7830097868691,0.0,0.0,28011.111416900767,0.0,0.0,83.14462618,0.0,0.0,431.42380786863185,429.88359610829104,15.928823400976336,444.56843168339736,0.03659958557173189,1.170246597530883e-06,7.666553405572032e-10,2.5569591564859187e-14,1.959378162510189e-09,0.14123319103846155,0.002787796587391019,0.02475696314538635,9.179717064372107e-07,9.997406487436288e-10,2.831860654948108e-10,2.7191040221048697e-10,2.2167041551501723e-07,4.270852672679663e-07,6.64097974261576e-07,0.9964299112984926,0.9825995148522434,0.7479843997343498,1e-07,1e-07,2.793852439932318,52.00567027072758,390.21446346258364,45.055399840168654,16374.0,142,10,2014,67.9061165731479
276,2014-11-30,440.7332960292581,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.84654170323929,14.812571285266458,0.0,0.0,402.0002110296164,9945.63192227661,66.07409664060471,0.0,0.0,27304.90853962618,0.0,0.0,83.14462618,0.0,0.0,442.3343284966543,440.7332960292581,16.71267924774041,449.67706877799856,0.03792751699638979,1.1342889418942534e-06,7.223493264545689e-10,2.2869126783137275e-14,1.883108972460746e-09,0.14463406643502544,0.0027976477400017178,0.024646912559715576,8.900616483883338e-07,9.549376483145447e-10,2.699629284603335e-10,2.515390683978941e-10,2.1260164028866216e-07,4.1415185732569836e-07,6.464462535171966e-07,0.99638017342476,0.9836789242211662,0.7497395470226208,1e-07,1e-07,2.603297661442006,51.58002637408568,392.5481777997424,48.18511822951567,16404.0,142,11,2014,43.28495696488637
281,2015-04-30,299.53762550831794,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.75580979667283,7.012691016635859,0.0,0.0,400.9225752136256,9918.97081892879,65.89697282052815,0.0,0.0,27231.71268900886,0.0,0.0,83.14462618,0.0,0.0,300.742159753311,299.53762550831794,14.671143482614115,303.68103858914606,0.04891175683071089,9.313413199351415e-07,5.29341866521813e-10,1.0368161794638342e-14,1.497904387991574e-09,0.20079792005551297,0.0032573359898338972,0.024725360528265312,7.47769979383922e-07,6.179681655179028e-10,1.8951611006381065e-10,1.3029871957463914e-10,1.5239981357830213e-07,4.1334404128143714e-07,6.544377749392756e-07,0.9959972855512355,0.9902905882564081,0.7786174233651656,1e-07,1e-07,4.172115896487985,53.635353789279115,400.6277013614874,-101.09007585316951,16555.0,142,4,2015,83.56910689511756
282,2015-05-31,290.69188147321427,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.164289732142855,9.708564285714287,0.0,0.0,405.77414976147963,10039.000543721366,66.69439380872356,0.0,0.0,27561.24435508197,0.0,0.0,83.14462618,0.0,0.0,291.8218647551453,290.69188147321427,13.010084887000804,295.23364477717956,0.04454634905117145,1.0038453061060052e-06,5.960087425580466e-10,1.3833490404763719e-14,1.6321881025692157e-09,0.1801695105478275,0.003109397944113041,0.024796873567979685,8.007280736685591e-07,7.191628152245414e-10,2.1554655761027611e-10,1.6405676835678484e-10,1.7210099284250467e-07,4.193204153426814e-07,6.605194090379836e-07,0.996135205786273,0.988327890316995,0.7697081587710078,1e-07,1e-07,4.013388839285715,53.711625000000005,399.89375311468353,-109.20187164146925,16586.0,142,5,2015,96.09458505590713
283,2015-06-30,386.6249211382114,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.1704306504065,14.378940065040652,0.0,0.0,405.847086324971,10040.805020918784,66.7063819057756,0.0,0.0,27566.198397743356,0.0,0.0,83.14462618,0.0,0.0,388.03701567179445,386.6249211382114,14.830417028711684,394.3093885848026,0.038379779121255835,1.1261764958307975e-06,7.161538617519915e-10,2.2092226816621533e-14,1.8682950929292505e-09,0.14820739980673908,0.0028381651734518437,0.02471417330703668,8.858257709338145e-07,9.31043939056766e-10,2.655167841160493e-10,2.427020816153391e-10,2.0917131675645762e-07,4.190370549767732e-07,6.542418445618163e-07,0.996359974295671,0.9841164861499753,0.7521382678385397,9.999999999999998e-08,9.999999999999998e-08,2.962800382113821,52.09076276422764,393.6032590705381,-6.97833793232678,16616.0,142,6,2015,68.67255018205086
