,datetime,par1,par1_type,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pCO2,fCO2,aqueous_CO2,xCO2,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,fco2_air,deltafco2,datenum,dayofyear,month,year,distance_to_shore
284,2015-07-31,451.4026117801047,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.75294782722513,17.257923246073297,0.0,0.0,400.88858319364255,9918.129843949744,65.89138577865167,0.0,0.0,27229.403861870836,0.0,0.0,83.14462618,0.0,0.0,452.99251014018324,451.4026117801047,15.930504106864415,461.8192754521856,0.03529612448656336,1.198444632874173e-06,7.91399651323473e-10,2.897035135870361e-14,2.0143885696343735e-09,0.1311292394419905,0.0026664864196708797,0.024530900989684898,9.325972777971816e-07,1.0902359338031573e-09,2.9945144402941916e-10,3.081677200505965e-10,2.3385214406794164e-07,4.1202431883519857e-07,6.397050341435388e-07,0.9964899167208155,0.9808970333923067,0.7404358777121955,1e-07,1e-07,2.947426222513089,52.448994345549735,387.1216020858243,64.28100969428034,16647.0,142,7,2015,80.04341949345776
285,2015-08-31,412.19958337662337,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.488520740259744,17.202322831168832,0.0,0.0,409.62508776359925,10134.274155211504,67.32734683394048,0.0,0.0,27822.81016289669,0.0,0.0,83.14462618,0.0,0.0,413.65163698195124,412.19958337662337,14.492264808002322,421.6974452633774,0.03520493817715487,1.2048253349342637e-06,8.03644925864116e-10,2.915181236658821e-14,2.0304732775982646e-09,0.13322385642435836,0.0027051292490985115,0.024660268272092424,9.402283905603234e-07,1.079988014694942e-09,2.998831680092816e-10,3.0539861869544493e-10,2.3371708875978077e-07,4.231539653274395e-07,6.56163170127157e-07,0.9964875707464191,0.9809808209195962,0.7422342190181744,1e-07,1e-07,4.203647823376624,54.54980476623377,382.1216468582854,30.07793651833797,16678.0,142,8,2015,166.05605987161906
286,2015-09-30,417.09414501607716,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.431403054662375,16.605784501607715,0.0,0.0,408.94669285209005,10117.49041753501,67.21584358166918,0.0,0.0,27776.73180148224,0.0,0.0,83.14462618,0.0,0.0,418.5752442428672,417.09414501607716,14.938916821472949,426.37567637973234,0.03581960704742001,1.1881093804857692e-06,7.842703617414617e-10,2.742316719872745e-14,1.995055879295089e-09,0.13616428495444619,0.0027325184360531287,0.02467735117918673,9.28791004872601e-07,1.0453745315202339e-09,2.922353711140469e-10,2.9028616992094256e-10,2.2833026169117987e-07,4.2250406750231903e-07,6.561633705027917e-07,0.9964613968092026,0.9817100387918859,0.7443733019289231,1e-07,1e-07,2.733051073954984,51.68577475884244,387.11278279763445,29.981362218442676,16708.0,142,9,2015,48.05984325759485
287,2015-10-31,420.56754109720885,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.408909788257944,15.586743522617901,0.0,0.0,408.67953711368074,10110.880887073974,67.17193297268581,0.0,0.0,27758.585883139516,0.0,0.0,83.14462618,0.0,0.0,422.08072116437245,420.56754109720885,15.540294692877858,429.4399347621831,0.036934888124646986,1.1606077021862521e-06,7.541044964732888e-10,2.4882962312960988e-14,1.938525874880629e-09,0.14180335071171143,0.0027851178439235037,0.024712600618758022,9.101207647675306e-07,9.90443938014411e-10,2.7990088252481546e-10,2.673392687417375e-10,2.194810903698612e-07,4.2240547414301757e-07,6.575373276585442e-07,0.9964154789467974,0.982850957309654,0.7481811167765132,1e-07,1e-07,2.8294923724735326,51.89656586140519,390.3044914043704,30.263049692838432,16739.0,142,10,2015,57.67746804117872
288,2015-11-30,509.118738576779,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.51780468164794,14.119013258426966,0.0,0.0,409.9728973188871,10142.879090535005,67.3845139735043,0.0,0.0,27846.434299988607,0.0,0.0,83.14462618,0.0,0.0,510.9845586434387,509.118738576779,19.641129762108882,519.0798866761473,0.03858750188230661,1.1226515824131636e-06,7.145526281191322e-10,2.1578138612665372e-14,1.8623380369270895e-09,0.15069038129977155,0.002869745940377237,0.024780262835493963,8.847524465437429e-07,9.133230775602961e-10,2.6285385250361046e-10,2.363969069280081e-10,2.0706465537515987e-07,4.243315466402831e-07,6.624815985571866e-07,0.9963482837245868,0.9844108006698605,0.7539754005158237,1e-07,1e-07,2.633537872659176,51.66507677902622,393.77579434505924,115.34294423171981,16769.0,142,11,2015,50.56385276021991
289,2015-12-31,413.0374804651163,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.989927906976746,10.706505279069768,0.0,0.0,403.70322945514954,9987.765219604558,66.35401043403583,0.0,0.0,27420.582017088742,0.0,0.0,83.14462618,0.0,0.0,414.61937818735225,413.03748046511623,17.82400345365272,419.85541424742433,0.04314527049849188,1.0281634665181813e-06,6.177376156282334e-10,1.526709036640376e-14,1.6771974377839986e-09,0.17182210569810297,0.0030381120516856062,0.024764671531804235,8.174882943110462e-07,7.619423246979311e-10,2.2537950156519213e-10,1.7852820136606528e-10,1.795811705797888e-07,4.167635786938694e-07,6.555561606220996e-07,0.9961848556891444,0.9875266956653255,0.7654111707507655,9.999999999999998e-08,9.999999999999998e-08,4.468305813953489,53.844006744186046,398.9302432549082,14.107237210208105,16800.0,142,12,2015,94.64009505945944
290,2016-01-31,411.83206977186313,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.83803669201521,9.19785669201521,0.0,0.0,401.89919579630634,9943.132768541167,66.05749343964916,0.0,0.0,27298.04732007713,0.0,0.0,83.14462618,0.0,0.0,413.44071521369614,411.8320697718631,18.70962887073465,418.16333770304107,0.045426741444968624,9.88095417247538e-07,5.799413306332156e-10,1.3115657668089861e-14,1.6018994016931595e-09,0.18280777440408763,0.0031224524123623252,0.02475132666970665,7.888367919353724e-07,7.028007798920908e-10,2.103338725760211e-10,1.577133588431591e-10,1.6827377335521635e-07,4.1447718659131285e-07,6.537837834953147e-07,0.9961092248969574,0.9887053270738918,0.7705946207234852,1e-07,1e-07,3.982801711026616,53.81665019011407,401.39273088082473,10.439338891038371,16831.0,142,1,2016,107.25249890067543
291,2016-02-29,388.74088683544306,5.0,1.0,4.0,1.0,1.0,3.0,1.0,32.135254430379746,7.49953253164557,0.0,0.0,381.6750076202532,9442.77897267944,62.73337835871487,0.0,0.0,25924.36742319111,0.0,0.0,83.14462618,0.0,0.0,390.29356857339366,388.740886835443,18.896984833105982,394.25388881367087,0.04858561955454054,9.270575600810305e-07,5.20251736965605e-10,1.0651992731732151e-14,1.4860823300313803e-09,0.1899296052402593,0.0031299416060172965,0.024395108907836065,7.36999140277022e-07,6.254360224274258e-10,1.9173779710805777e-10,1.3729209968021864e-10,1.5447058899494139e-07,3.912267112116003e-07,6.210570377537033e-07,0.9960225498174771,0.9899447673680579,0.7724969804322154,1e-07,1e-07,3.593308101265823,53.49383316455696,402.30954009967,-13.568653264226963,16860.0,142,2,2016,96.67753264132062
292,2016-03-31,307.90815,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.42362105263158,7.646347807017545,0.0,0.0,396.9771220451128,9821.35886773079,65.24848496705265,0.0,0.0,26963.727163235882,0.0,0.0,83.14462618,0.0,0.0,309.13523115951443,307.90815,14.757510795769644,312.3028084958928,0.04795208404102229,9.443513428387554e-07,5.392814274440082e-10,1.1034174239060728e-14,1.5206090787539895e-09,0.19366412573211153,0.0031952402035326415,0.024677626289844573,7.561977184776323e-07,6.41504142682695e-10,1.9493960641062276e-10,1.3778691003745643e-10,1.566690708867542e-07,4.087751819528849e-07,6.47079853514976e-07,0.9960303790883164,0.9898600208625774,0.7752046832292386,1e-07,1e-07,3.2727351754385965,52.388570175438595,402.99582166837905,-95.08767166837906,16891.0,143,3,2016,67.47244360776332
295,2016-06-30,368.5436650602409,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.47080722891567,13.00190361445783,0.0,0.0,409.4147018588641,10129.069131152504,67.29276710432866,0.0,0.0,27808.520200530478,0.0,0.0,83.14462618,0.0,0.0,369.913846040626,368.5436650602409,14.726039976977392,375.3541122256738,0.03995781155414591,1.0926327339634834e-06,6.833923494246607e-10,1.9301695582114735e-14,1.8027672159502397e-09,0.15760357290439145,0.0029299335782994014,0.024802168122703732,8.639264843753928e-07,8.597567623249044e-10,2.5023490618702135e-10,2.1543547188309987e-10,1.978478903726844e-07,4.2374880205398635e-07,6.631240216971934e-07,0.9962959313351815,0.9855065980561573,0.7580914877427282,1e-07,1e-07,5.995455421686747,56.363210843373494,398.01851350352564,-29.474848443284703,16982.0,143,6,2016,132.79733970215068
305,2017-04-30,193.65819635036496,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.67595700729927,9.770063781021898,0.0,0.0,399.97415222669446,9895.506488125371,65.74108685237367,0.0,0.0,27167.293312589365,0.0,0.0,83.14462618,0.0,0.0,194.40913703343185,193.65819635036496,8.634140932158681,196.70780799895374,0.04455549974959411,1.001110748204378e-06,5.904199226467462e-10,1.3775667706511267e-14,1.625003621726911e-09,0.1774893253278855,0.0030769088990886323,0.024727044377713694,7.976335749816763e-07,7.255883778988369e-10,2.155198296480326e-10,1.6495398497697378e-10,1.7231483534858998e-07,4.121428625762301e-07,6.497412920927344e-07,0.9961385999131225,0.9882936679067228,0.7680088412093191,1e-07,1e-07,2.9708596788321167,51.561151751824816,406.0314705402453,-212.3732741898804,17286.0,143,4,2017,27.891755914670888
306,2017-05-31,332.08048418277684,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.512970281195074,9.77209072056239,0.0,0.0,409.9154784540799,10141.458526865881,67.37507641720912,0.0,0.0,27842.534260115503,0.0,0.0,83.14462618,0.0,0.0,333.37287712813713,332.08048418277684,14.91814116414277,337.3007118114772,0.04455758868870559,1.0090157812970705e-06,6.043775715735043e-10,1.435781876744896e-14,1.6448553478885495e-09,0.18235640140516018,0.0031302683922417363,0.024832218168799537,8.048831580602532e-07,7.241970076570266e-10,2.1744706455666688e-10,1.677165953155007e-10,1.7324036966274631e-07,4.243161706549092e-07,6.677487720239079e-07,0.9961360592506731,0.9881517258207128,0.7705353678901395,1e-07,1e-07,4.206086824253076,54.27792666080843,405.76950924334244,-73.68902506056563,17317.0,143,5,2017,141.82782870484564
307,2017-06-30,409.7609649122807,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.91518105263158,16.703674912280704,0.0,0.0,402.8154503879699,9965.801241506497,66.20809210297304,0.0,0.0,27360.28173473156,0.0,0.0,83.14462618,0.0,0.0,411.21372610131704,409.7609649122807,14.668357423165968,418.9554614220337,0.03584044331340531,1.1855464378685384e-06,7.782420464633628e-10,2.755284948874212e-14,1.9881433976598068e-09,0.13429452115048018,0.0027019063507388204,0.024586694241112095,9.249419124954647e-07,1.057433349495119e-09,2.928350449310998e-10,2.940524841284551e-10,2.290301948494014e-07,4.146470071657846e-07,6.443670614360565e-07,0.9964654635499742,0.9815657849594789,0.7427939924221271,1e-07,1e-07,2.8983234795321637,51.57139988304094,399.4550736782725,10.30589123400811,17347.0,143,6,2017,31.166247108041855
309,2017-08-31,403.4359476309227,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.61844139650873,17.420972568578556,0.0,0.0,411.16817395796227,10172.450670776441,67.5809736319712,0.0,0.0,27927.62062381144,0.0,0.0,83.14462618,0.0,0.0,404.853233708713,403.4359476309227,14.083644570828339,412.83804259179504,0.03495635134801876,1.212092911310114e-06,8.128305609275165e-10,2.9830572808915727e-14,2.046284093067664e-09,0.1324053034880595,0.0027002960528153953,0.024672553925548527,9.456712815740836e-07,1.091262082170272e-09,3.028386186269807e-10,3.1065868247350377e-10,2.357321479708472e-07,4.2506249760400154e-07,6.586285400678407e-07,0.9964972080858236,0.9807184694810119,0.7416827180599233,1e-07,1e-07,4.44357867830424,54.9058144638404,388.02118852836696,15.414759102555665,17409.0,143,8,2017,193.52349503326587
317,2018-04-30,279.7397217391304,5.0,1.0,4.0,1.0,1.0,3.0,1.0,32.786521739130436,7.104153623188406,0.0,0.0,389.41020248447205,9634.150516414618,64.00476080819983,0.0,0.0,26449.762143165826,0.0,0.0,83.14462618,0.0,0.0,280.8626462670457,279.7397217391304,13.720715142098848,283.6336187328157,0.04903038223892498,9.258459306374009e-07,5.191829594724085e-10,1.0320763655158565e-14,1.484288779118231e-09,0.19505471387769635,0.0031923389675994796,0.02459459982318398,7.420423615093723e-07,6.305874028915888e-10,1.8944669588336488e-10,1.320095781269668e-10,1.5273303782211972e-07,3.9917211378088945e-07,6.330854239294901e-07,0.9960021415574613,0.990227221596178,0.7750841756870701,1e-07,1e-07,3.0192010579710145,51.56816101449275,409.4280003765687,-129.68827863743826,17651.0,143,4,2018,27.532794522959758
318,2018-05-31,252.79917398373985,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.43382113821138,10.224839837398374,0.0,0.0,408.9754127758421,10118.200958929358,67.2205640842098,0.0,0.0,27778.682534018688,0.0,0.0,83.14462618,0.0,0.0,253.77386611482947,252.79917398373985,11.064917096605555,256.87229273573666,0.04373025595390068,1.0195238626319877e-06,6.122186835656512e-10,1.4658100884185597e-14,1.6626631751546998e-09,0.17740748440318443,0.0030934197207495447,0.024832249193101882,8.124468679920699e-07,7.380956510733002e-10,2.2103220087432137e-10,1.7136048433244943e-10,1.7611116954341884e-07,4.2329619876673556e-07,6.658862691499126e-07,0.9961608362515466,0.9879106001812868,0.7685794968948004,1e-07,1e-07,2.6283181300813006,51.653918373983736,408.4594774708537,-155.6603034871139,17682.0,143,5,2018,49.76038961908985
319,2018-06-30,380.8526,5.0,1.0,4.0,1.0,1.0,3.0,1.0,32.62814,16.08129,0.0,0.0,387.5290799428572,9587.610858259512,63.695573227702965,0.0,0.0,26321.991367078248,0.0,0.0,83.14462618,0.0,0.0,382.21406031192856,380.8526,13.99438992581758,389.10246397541704,0.036744897962670026,1.1551209710794332e-06,7.363151870599566e-10,2.5304378425194227e-14,1.9205926352171148e-09,0.1341584265880173,0.0026689324704772623,0.024392275674912436,8.98859164164901e-07,1.0309315335300911e-09,2.830790907987624e-10,2.805054818146449e-10,2.227903654392689e-07,3.9568292064802294e-07,6.174464994941336e-07,0.9964379638184491,0.9822966845465062,0.7422106046419288,1e-07,1e-07,6.179926,53.61317,400.9964878553883,-20.1438878553883,17712.0,143,6,2018,22.504706518513625
320,2018-07-31,421.8481066455696,5.0,1.0,4.0,1.0,1.0,3.0,1.0,32.41335443037975,18.237420253164558,0.0,0.0,384.97804104882465,9524.497225073907,63.27627595921015,0.0,0.0,26148.71811554392,0.0,0.0,83.14462618,0.0,0.0,423.31555284752733,421.8481066455696,14.572115899186866,432.10569079541074,0.0345563820369702,1.2095718444432824e-06,7.949678215833757e-10,3.1037000880299676e-14,2.0331136090950458e-09,0.1230632891564882,0.0025528429846753196,0.02424313050671559,9.331288610456757e-07,1.1552213142634919e-09,3.0951922561138785e-10,3.3548372940926233e-10,2.418031138703171e-07,3.91679223432541e-07,6.084437345321742e-07,0.9965328528607196,0.9796775203086031,0.7340306794969026,9.999999999999998e-08,9.999999999999998e-08,2.8644571962025314,51.61723212025316,396.6068295618536,25.24127708371598,17743.0,143,7,2018,36.75581425593686
321,2018-08-31,424.7646345513748,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.81011551155115,18.570177604920406,0.0,0.0,401.5675719471947,9934.928273495094,66.00298663678355,0.0,0.0,27275.522558594144,0.0,0.0,83.14462618,0.0,0.0,426.234872500097,424.7646345513748,14.710800488222759,458.6944370076256,0.033013214974850914,1.2619775961594321e-06,8.654190427653586e-10,3.6226994297315483e-14,2.150543944251144e-09,0.12003977823363406,0.002555414067515826,0.024416801549627477,9.744791117965833e-07,1.2336879147438516e-09,3.3000453346714e-10,3.7314437322067227e-10,2.5531340243439066e-07,4.119077853938444e-07,6.357837387275477e-07,0.9965470425031581,0.9778535452491395,0.7318607622319713,1e-07,1e-07,3.9897810408827783,53.77054696454414,390.0498738427312,56.892617741427216,17774.0,143,8,2018,102.54527418349218
322,2018-09-30,404.60465848134993,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.54153465346535,16.832838632326823,0.0,0.0,410.2547415841584,10149.85202051087,67.43083883779589,0.0,0.0,27865.577901595032,0.0,0.0,83.14462618,0.0,0.0,406.0368405650785,404.6046584813499,14.61485647924397,434.13142643383827,0.034461442253112116,1.224563231630258e-06,8.264432762596306e-10,3.117759238872694e-14,2.072236430804658e-09,0.12966324593376127,0.0026713453284356557,0.024635171804517225,9.535517493856966e-07,1.1201759712138968e-09,3.0896060798448744e-10,3.2328663328271823e-10,2.401250911745746e-07,4.2378019933940974e-07,6.559905685940037e-07,0.9964707346013855,0.9801146104336969,0.7396533357295283,1e-07,1e-07,4.284711813499112,53.97816305062167,393.58558139450554,30.436178258959803,17804.0,143,9,2018,113.72437973256578
323,2018-10-31,413.70312222525973,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.62070684931507,15.344075259704757,0.0,0.0,411.1950810645793,10173.11636241332,67.585396173836,0.0,0.0,27929.44822505414,0.0,0.0,83.14462618,0.0,0.0,415.1954858937347,413.70312222525973,15.199232817870666,434.95377925400334,0.03572466150973228,1.1916146054851774e-06,7.894862528279136e-10,2.7656424702068862e-14,2.0030634405405567e-09,0.13633678478550768,0.0027389448255711124,0.024707802813887864,9.32008475988943e-07,1.0467553342340423e-09,2.932072139860991e-10,2.9126523903402966e-10,2.289099320659421e-07,4.253399511905666e-07,6.602470172639652e-07,0.9964034122771712,0.9816495373710874,0.744575389630228,1e-07,1e-07,3.528509028157463,53.034537020229635,397.62242361527274,27.839889316234107,17835.0,143,10,2018,81.15777071949704
324,2018-11-30,391.2223249499666,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.799387351778655,12.666441894596398,0.0,0.0,413.31729491812536,10225.620707606739,67.93421032717211,0.0,0.0,28073.594555286625,0.0,0.0,83.14462618,0.0,0.0,392.68312969684933,391.2223249499666,16.101717897925063,402.3381143019216,0.04074089567856899,1.0779664171565107e-06,6.709360176701369e-10,1.8156264341020615e-14,1.775617551936473e-09,0.1632487130231321,0.0029863048205045145,0.024865476061363915,8.547140544903678e-07,8.248614110715754e-10,2.433212952900875e-10,2.033830564031533e-10,1.9256859374183732e-07,4.2875315900282787e-07,6.714715553046361e-07,0.9962797950402205,0.9861307278934149,0.7615299430680542,1e-07,1e-07,3.9330332728485655,53.276494029352904,404.3426957309924,-9.06825877447069,17865.0,143,11,2018,64.22234134381925
325,2018-12-31,394.34080508474574,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.29915254237288,9.322501694915255,0.0,0.0,407.3759346246974,10078.629285774596,66.95766851591497,0.0,0.0,27670.041783516896,0.0,0.0,83.14462618,0.0,0.0,395.87832891969646,394.34080508474574,17.770131210376988,400.42584014337865,0.04506452429179796,9.952043885887447e-07,5.886914103559504e-10,1.3288790908273246e-14,1.6164069369361232e-09,0.18345314978974506,0.0031400560912925556,0.02482337792645792,7.951420466506059e-07,7.023305098126028e-10,2.1181313229286365e-10,1.5823560254348e-10,1.6923122658713422e-07,4.212808483561096e-07,6.638567777882461e-07,0.9961161143216641,0.9886442527591834,0.7715084559187007,1e-07,1e-07,2.9626882627118643,51.56688076271186,406.82773943547016,-12.486934350724427,17896.0,143,12,2018,28.699480131992566
326,2019-01-31,394.5199020618557,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.47477663230241,6.468240549828179,0.0,0.0,397.58470417280313,9836.39067129399,65.3483491937885,0.0,0.0,27004.995734673706,0.0,0.0,83.14462618,0.0,0.0,396.11670069205803,394.51990206185565,19.707434489926772,399.86548839545287,0.04997673169067259,9.160577796871686e-07,5.150946222006206e-10,9.810261582658808e-15,1.469637498322448e-09,0.20388596317423738,0.003275417944508926,0.024688564793765827,7.366442850400146e-07,6.036910863589732e-10,1.8462248476034312e-10,1.2477990166101483e-10,1.4870231965140706e-07,4.0909214900233864e-07,6.484345358120685e-07,0.995968265444646,0.9906324970251215,0.7795370738862205,1e-07,1e-07,2.899132817869416,51.62660240549828,409.77916724944447,-15.259265187588829,17927.0,143,1,2019,36.57000222145333
327,2019-02-28,398.64298787878784,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.45649632996633,7.430624158249159,0.0,0.0,409.24472926762866,10124.86394721747,67.26482984183127,0.0,0.0,27796.975216397168,0.0,0.0,83.14462618,0.0,0.0,400.23651817202744,398.64298787878784,19.150723453038967,404.2718205414384,0.04801895580023482,9.482544446008365e-07,5.476507019717758e-10,1.0958975266683444e-14,1.5308715153910115e-09,0.20004175166853413,0.003270921986109604,0.02483962705644416,7.618932980524433e-07,6.293763004822529e-10,1.940842454820563e-10,1.3451163213931368e-10,1.5564518066616312e-07,4.234292010289613e-07,6.690149831684034e-07,0.9960191028199494,0.990011256274036,0.7791419430113403,1e-07,1e-07,2.8098581144781147,51.60809464646465,410.2095266232009,-11.56653874441302,17955.0,143,2,2019,37.93050345603305
328,2019-03-31,279.3220748892171,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.461890694239294,9.052528803545052,0.0,0.0,409.3087989027221,10126.449053370527,67.27536054093227,0.0,0.0,27801.32699402911,0.0,0.0,83.14462618,0.0,0.0,280.4148952024683,279.3220748892171,12.685691145773013,283.5775628434031,0.045427494486460496,9.896247633616002e-07,5.845421822201115e-10,1.2949858058835461e-14,1.6066810831402968e-09,0.18632052088208154,0.003166404886095575,0.024847089919806373,7.915389656387476e-07,6.899236227777348e-10,2.093346917293517e-10,1.5444659285384705e-10,1.6728279133402272e-07,4.236804142219641e-07,6.677538001710512e-07,0.9961025112263139,0.988852180125505,0.7730310246190367,9.999999999999998e-08,9.999999999999998e-08,2.6617951344165434,51.64556169867061,410.31199250526885,-130.98991761605168,17986.0,143,3,2019,47.64196574020515
329,2019-04-30,162.78858461538462,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.60694871794872,10.355871794871796,0.0,0.0,399.1545309157509,9875.22875778931,65.60637115764983,0.0,0.0,27111.622483772826,0.0,0.0,83.14462618,0.0,0.0,163.415020458019,162.7885846153846,7.118535347540984,165.4256293930473,0.04371917553719938,1.0155109830780808e-06,6.03405546646509e-10,1.4606801953453195e-14,1.6517361716780192e-09,0.17285115415472527,0.003037359839827234,0.0247106810548277,8.075215623005434e-07,7.498592543990103e-10,2.212806764453329e-10,1.7337752019183742e-10,1.766907614454997e-07,4.11158267852656e-07,6.476387674924082e-07,0.9961677760436458,0.9878257619756654,0.765636176332122,1e-07,1e-07,2.7896373666666663,51.61510330769231,410.18136374618337,-247.39277913079874,18016.0,143,4,2019,39.383282128375775
330,2019-05-31,174.25838585507248,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.19004057971014,11.430310724637682,0.0,0.0,394.20285339958593,9752.722449030278,64.79249691141942,0.0,0.0,26775.291561581726,0.0,0.0,83.14462618,0.0,0.0,174.9190903912436,174.25838585507248,7.362146714224861,177.245960872276,0.042323143603791614,1.0392064524210135e-06,6.234181728514304e-10,1.6188044071296432e-14,1.6951295993450382e-09,0.16383231505450432,0.0029509732635309522,0.02462660926429516,8.22563289372579e-07,7.982945434945816e-10,2.3179818564139776e-10,1.9035467009103786e-10,1.8476775787031428e-07,4.0504080590046425e-07,6.373381131303548e-07,0.9962204290524448,0.9869160023944272,0.7605382975366594,1e-07,1e-07,3.183929180289855,51.75587954782608,409.22092717962374,-234.96254132455127,18047.0,143,5,2019,29.285276819079197
331,2019-06-30,419.11653333333334,5.0,1.0,4.0,1.0,1.0,3.0,1.0,33.97031777777778,13.532376388888888,0.0,0.0,403.4703171492063,9982.002884159145,66.31572818992392,0.0,0.0,27404.76200247919,0.0,0.0,83.14462618,0.0,0.0,420.66460762786664,419.11653333333334,16.527776485719,427.06680080609163,0.039415158227685924,1.101809336285872e-06,6.894579026414882e-10,2.0189572470349588e-14,1.8188313137452367e-09,0.15261100235998104,0.002873603765419928,0.02470932131472649,8.68536041351486e-07,8.901882593223495e-10,2.554979043413906e-10,2.2584835734126564e-10,2.019780315386385e-07,4.162003897550571e-07,6.512029898484103e-07,0.9963208877329498,0.9849886918894692,0.7547959188720953,1e-07,1e-07,4.240841333333333,54.77108472222223,404.33798780306387,14.778545530269481,18077.0,143,6,2019,185.84199035494206
332,2019-07-31,422.31536155447606,5.0,1.0,4.0,1.0,1.0,3.0,1.0,34.239386503067486,18.154285218598197,0.0,0.0,406.66608483786155,10061.067343003739,66.84099523533243,0.0,0.0,27621.82692448291,0.0,0.0,83.14462618,0.0,0.0,423.7858025426886,422.31536155447606,14.537852396386484,437.7157210339099,0.03405296824557173,1.234371298794797e-06,8.355795579519e-10,3.2473682430399246e-14,2.0919231874426436e-09,0.12649302281899966,0.0026328704791403566,0.024562594676325322,9.588058764206643e-07,1.1531392097194489e-09,3.146691413653083e-10,3.366018225496288e-10,2.443390423692014e-07,4.189525736276584e-07,6.480695757181087e-07,0.9965293651364489,0.9795042395678989,0.7371793374453378,1.0000000000000001e-07,1.0000000000000001e-07,3.281701238723109,52.86651096460792,395.8203979163165,31.42467693030928,18108.0,143,7,2019,93.4418202309682
333,2019-08-31,438.59623762376236,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,18.133320792079207,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,440.1234238608795,438.59623762376236,,,,,,,,,,,,,,,,,,0.9965283381958006,,,1e-07,1e-07,4.266179779977998,54.23841251925192,,,18139.0,143,8,2019,135.93976712844406
334,2019-09-30,428.895397721519,5.0,1.0,4.0,1.0,1.0,3.0,1.0,35.024706577181206,16.746754797468355,0.0,0.0,415.9934435466923,10291.829601280853,68.37407104927388,0.0,0.0,28255.36558807865,0.0,0.0,83.14462618,0.0,0.0,430.41482595811704,428.895397721519,15.119064866667904,449.5559363832953,0.03442780233604692,1.227938255606993e-06,8.337388534204361e-10,3.1201262400661995e-14,2.0812066220596275e-09,0.13115485641281982,0.0026977962004240447,0.024720825254626173,9.580056562733155e-07,1.1106445210365693e-09,3.0884773941811865e-10,3.204752353589629e-10,2.39747857378933e-07,4.3117714785010095e-07,6.669937922093201e-07,0.9964672570695908,0.980212392148469,0.7409246478878546,1e-07,1e-07,3.8095985746835446,53.943325367088605,394.67864145345584,44.44863505661129,18169.0,143,9,2019,125.12671640701629
341,2020-04-30,244.47064968984654,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,8.470826967025792,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,245.43646539578526,244.47064968984654,,,,,,,,,,,,,,,,,,0.9960726704636972,,,9.999999999999998e-08,9.999999999999998e-08,4.60762425726412,53.837446359778,,,18382.0,143,4,2020,87.77262686338368
342,2020-05-31,276.199881305638,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,10.361215430267062,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,277.2637726933588,276.199881305638,,,,,,,,,,,,,,,,,,0.9961676402214631,,,1e-07,1e-07,4.36580940652819,54.049597299703265,,,18413.0,143,5,2020,115.95952588374446
343,2020-06-30,326.94416107382546,5.0,1.0,4.0,1.0,1.0,3.0,1.0,,13.370753020134229,0.0,0.0,,,,0.0,0.0,,0.0,0.0,83.14462618,0.0,0.0,328.1544933466083,326.94416107382546,,,,,,,,,,,,,,,,,,0.9963131381402939,,,1e-07,1e-07,4.4980173154362415,53.9238467114094,,,18443.0,143,6,2020,99.7350635945496
