,Unnamed: 0,cruise,region,station,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,DIC,tco2f,tco2qc,TA,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,datetime,distance_to_shore,datenum,dayofyear
123,123,662,1,10.0,1,2001,11,25,21.0,21.0,53.183,3.5,38.0,21.161,1.0,21.161,21.0,10.7,10.698,34.4,2,0,26.363,30.807,35.153,39.402,43.557,26.4024219533376,269.5,2,0,2.2095,2,2.7704,2,0,0.76111,2,2.5713,2,0,0.37753,2,0,2089.8,2,0,2282.0,2,0,553.87,0,20.0,7.8495,0,8.0641,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 21:21:00,86.38210077516686,11651.889583333334,329
124,124,662,1,11.0,1,2001,11,7,7.0,12.0,53.2,2.5,34.0,28.215,7.0,5.0381,5.0,12.8,12.799,34.32,2,0,25.907,30.309,34.613,38.823,42.94,25.9351535673495,258.8,2,0,1.4029,2,1.8565,2,0,0.48383,2,0.78197,2,0,0.33389,2,0,2068.1,2,0,2277.0,2,0,500.13,0,20.0,7.8866,0,8.0703,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-07 07:12:00,74.35110657882106,11633.3,311
125,125,662,1,11.0,1,2001,11,7,7.0,12.0,53.2,2.5,34.0,28.215,5.0,10.076,10.0,12.8,12.799,34.318,2,0,25.905,30.307,34.612,38.822,42.939,25.9337272702703,258.7,2,0,1.5102,2,1.8476,2,0,0.48022,2,0.73283,2,0,0.32656,2,0,2068.5,2,0,2292.0,2,0,466.8,0,20.0,7.9144,0,8.0987,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-07 07:12:00,74.35110657882106,11633.3,311
126,126,662,1,11.0,1,2001,11,7,7.0,12.0,53.2,2.5,34.0,28.215,3.0,20.153,20.0,12.8,12.797,34.318,2,0,25.905,30.308,34.612,38.822,42.939,25.9339975359939,259.3,2,0,0.91738,2,1.8772,2,0,0.49702,2,0.72267,2,0,0.3166,2,0,2067.7,2,0,2293.9,2,0,460.67,0,20.0,7.9195,0,8.1036,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-07 07:12:00,74.35110657882106,11633.3,311
127,127,662,1,11.0,1,2001,11,7,7.0,12.0,53.2,2.5,34.0,28.215,1.0,28.215,28.0,12.8,12.796,34.317,2,0,25.905,30.307,34.612,38.822,42.939,25.9334338231715,259.5,2,0,0.72498,2,1.9028,2,0,0.48403,2,0.86617,2,0,0.33408,2,0,2066.7,2,0,2294.0,2,0,458.0,0,20.0,7.9217,0,8.1055,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-07 07:12:00,74.35110657882106,11633.3,311
128,128,662,1,15.0,1,2001,11,25,17.0,6.0,53.799,2.7511,49.3,39.3,4.0,5.0381,5.0,11.3,11.299,34.58,2,0,26.394,30.825,35.157,39.394,43.536,26.4361373569182,264.5,2,0,3.4315,2,2.1873,2,0,0.95615,2,3.4519,2,0,0.39232,2,0,2088.4,2,0,2283.0,2,0,549.23,0,20.0,7.8523,0,8.0583,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 17:06:00,135.4474983848825,11651.7125,329
129,129,662,1,15.0,1,2001,11,25,17.0,6.0,53.799,2.7511,49.3,39.3,3.0,10.076,10.0,11.3,11.299,34.58,2,0,26.395,30.825,35.157,39.394,43.536,26.436236320868,264.3,0,0,,9,2.186,2,0,0.95175,2,3.5079,2,0,0.39115,2,0,2088.5,2,0,,9,0,,9,,,9,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 17:06:00,135.4474983848825,11651.7125,329
130,130,662,1,15.0,1,2001,11,25,17.0,6.0,53.799,2.7511,49.3,39.3,2.0,25.192,25.0,11.3,11.297,34.58,2,0,26.395,30.826,35.158,39.394,43.537,26.4365338696059,263.7,2,0,4.2455,2,2.3148,2,0,0.84686,2,3.4475,2,0,0.39086,2,0,2089.7,2,0,2283.0,2,0,553.37,0,20.0,7.8495,0,8.0546,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 17:06:00,135.4474983848825,11651.7125,329
131,131,662,1,15.0,1,2001,11,25,17.0,6.0,53.799,2.7511,49.3,39.3,1.0,39.3,39.0,11.2,11.195,34.56,2,0,26.398,30.831,35.165,39.404,43.549,26.4396716666157,264.5,2,0,4.0576,2,2.5078,2,0,0.70096,2,3.4816,2,0,0.39594,2,0,2091.8,2,0,2285.0,2,0,554.29,0,20.0,7.8493,0,8.0554,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 17:06:00,135.4474983848825,11651.7125,329
132,132,662,1,16.0,1,2001,11,25,12.0,3.0,53.8,4.0,47.284,37.284,4.0,5.0381,5.0,11.3,11.299,34.54,2,0,26.363,30.794,35.127,39.363,43.506,26.4022849372446,264.8,2,0,3.2076,2,2.1757,2,0,2.0689,2,4.2218,2,0,0.46246,2,0,2095.4,2,0,2285.0,2,0,566.0,0,20.0,7.8416,0,8.0472,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 12:03:00,105.0832741245386,11651.502083333333,329
133,133,662,1,16.0,1,2001,11,25,12.0,3.0,53.8,4.0,47.284,37.284,3.0,10.076,10.0,11.6,11.599,34.54,2,0,26.308,30.733,35.059,39.29,43.428,26.3444765328843,264.27,0,0,,9,2.1624,2,0,2.0741,2,4.2524,2,0,0.46754,2,0,2095.7,2,0,,9,0,,9,,,9,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 12:03:00,105.0832741245386,11651.502083333333,329
134,134,662,1,16.0,1,2001,11,25,12.0,3.0,53.8,4.0,47.284,37.284,2.0,25.192,25.0,11.6,11.597,34.57,2,0,26.332,30.756,35.083,39.313,43.451,26.3688730139301,262.7,2,0,3.5854,2,1.9075,2,0,2.0443,2,4.122,2,0,0.45942,2,0,2096.9,2,0,2287.0,2,0,565.64,0,20.0,7.8421,0,8.0423,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 12:03:00,105.0832741245386,11651.502083333333,329
135,135,662,1,16.0,1,2001,11,25,12.0,3.0,53.8,4.0,47.284,37.284,1.0,37.284,37.0,11.6,11.595,34.58,2,0,26.34,30.764,35.09,39.321,43.459,26.3770576976248,262.9,2,0,3.375,2,1.9032,2,0,2.0315,2,4.1261,2,0,0.44789,2,0,2099.5,2,0,2288.0,2,0,571.5,0,20.0,7.8384,0,8.038,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 12:03:00,105.0832741245386,11651.502083333333,329
136,136,662,1,17.0,1,2001,11,25,7.0,26.0,53.8,5.25,35.0,28.215,4.0,5.0381,5.0,11.6,11.599,34.41,2,0,26.207,30.632,34.96,39.191,43.33,26.2384383732787,263.3,2,0,3.2732,2,2.7867,2,0,2.6741,2,4.89,2,0,0.42969,2,0,2110.4,2,0,2310.0,2,0,542.95,0,20.0,7.8615,0,8.0631,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 07:26:00,59.78796527122635,11651.309722222222,329
137,137,662,1,17.0,1,2001,11,25,7.0,26.0,53.8,5.25,35.0,28.215,3.0,10.076,10.0,11.6,11.599,34.41,2,0,26.207,30.633,34.96,39.191,43.33,26.2385197473822,263.35,0,0,,9,2.7224,2,0,2.7029,2,4.9723,2,0,0.41748,2,0,2111.1,2,0,,9,0,,9,,,9,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 07:26:00,59.78796527122635,11651.309722222222,329
138,138,662,1,17.0,1,2001,11,25,7.0,26.0,53.8,5.25,35.0,28.215,2.0,25.192,25.0,11.6,11.597,34.41,2,0,26.207,30.633,34.96,39.192,43.331,26.2387645131754,263.5,2,0,3.0873,2,2.7279,2,0,2.7089,2,4.7961,2,0,0.43203,2,0,2113.6,2,0,2311.0,2,0,550.24,0,20.0,7.8567,0,8.0575,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 07:26:00,59.78796527122635,11651.309722222222,329
139,139,662,1,17.0,1,2001,11,25,7.0,26.0,53.8,5.25,35.0,28.215,1.0,28.215,28.0,11.6,11.596,34.42,2,0,26.215,30.641,34.968,39.2,43.338,26.2468925978239,264.0,2,0,2.5705,2,2.6964,2,0,2.7044,2,4.8396,2,0,0.41132,2,0,2113.3,2,0,2310.0,2,0,552.1,0,20.0,7.8553,0,8.0559,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 07:26:00,59.78796527122635,11651.309722222222,329
140,140,662,1,18.0,1,2001,11,25,2.0,48.0,53.833,6.5011,33.0,20.153,3.0,5.0381,5.0,10.8,10.799,32.91,2,0,25.184,29.637,33.991,38.248,42.412,25.1759293406746,269.7,2,0,4.3167,2,8.5203,2,0,0.56198,2,4.8407,2,0,0.52306,2,0,2147.1,2,0,2339.0,2,0,559.1,0,20.0,7.8596,0,8.0736,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 02:48:00,43.88636832329293,11651.116666666667,329
141,141,662,1,18.0,1,2001,11,25,2.0,48.0,53.833,6.5011,33.0,20.153,2.0,10.076,10.0,10.8,10.799,32.92,2,0,25.192,29.645,33.999,38.256,42.419,25.1842199368571,269.7,2,0,4.3007,2,8.3844,2,0,0.55562,2,4.8389,2,0,0.51524,2,0,2157.3,2,0,2339.0,2,0,593.55,0,20.0,7.8373,0,8.0503,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 02:48:00,43.88636832329293,11651.116666666667,329
142,142,662,1,18.0,1,2001,11,25,2.0,48.0,53.833,6.5011,33.0,20.153,1.0,20.153,20.0,10.8,10.798,32.95,2,0,25.215,29.668,34.022,38.279,42.442,25.2088767087825,269.0,2,0,4.949,2,8.4294,2,0,0.55756,2,4.7822,2,0,0.51953,2,0,2156.7,2,0,2346.0,2,0,571.17,0,20.0,7.8527,0,8.0659,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-25 02:48:00,43.88636832329293,11651.116666666667,329
143,143,662,1,22.0,1,2001,11,24,13.0,32.0,54.399,6.5005,45.269,35.269,4.0,5.0381,5.0,11.6,11.599,33.45,2,0,25.461,29.893,34.227,38.465,42.61,25.4627830129368,265.1,2,0,3.2921,2,4.0453,2,0,3.6206,2,4.8406,2,0,0.5077,2,0,2132.6,2,0,2331.0,2,0,542.6,0,20.0,7.8679,0,8.0697,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 13:32:00,94.38059392452388,11650.56388888889,328
144,144,662,1,22.0,1,2001,11,24,13.0,32.0,54.399,6.5005,45.269,35.269,3.0,10.076,10.0,11.6,11.599,33.452,2,0,25.462,29.895,34.228,38.467,42.611,25.4645104899156,264.85,0,0,,9,3.973,2,0,3.5878,2,4.8137,2,0,0.49226,2,0,2133.6,2,0,,9,0,,9,,,9,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 13:32:00,94.38059392452388,11650.56388888889,328
145,145,662,1,22.0,1,2001,11,24,13.0,32.0,54.399,6.5005,45.269,35.269,2.0,25.192,25.0,11.6,11.597,34.466,2,0,26.251,30.676,35.003,39.234,43.373,26.2835569456333,264.1,2,0,2.3816,2,3.8855,2,0,3.1886,2,4.8683,2,0,0.49335,2,0,2135.3,2,0,2336.0,2,0,551.5,0,20.0,7.8598,0,8.0607,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 13:32:00,94.38059392452388,11650.56388888889,328
146,146,662,1,22.0,1,2001,11,24,13.0,32.0,54.399,6.5005,45.269,35.269,1.0,35.269,35.0,11.6,11.596,33.508,2,0,25.506,29.938,34.272,38.51,42.654,25.510260454812,264.0,2,0,4.303,2,3.8971,2,0,3.1415,2,4.83,2,0,0.47494,2,0,2135.2,2,0,2335.0,2,0,540.65,0,20.0,7.8697,0,8.0705,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 13:32:00,94.38059392452388,11650.56388888889,328
147,147,662,1,23.0,1,2001,11,24,9.0,10.0,54.4,5.2333,42.0,38.292,4.0,5.0381,5.0,11.6,11.599,34.297,2,0,26.119,30.545,34.874,39.106,43.245,26.1473756099645,266.5,2,0,0.28663,2,2.7262,2,0,2.5838,2,4.8488,2,0,0.51236,2,0,2087.0,2,0,2280.0,2,0,549.59,0,20.0,7.8523,0,8.0536,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 09:10:00,121.03548183088768,11650.381944444445,328
148,148,662,1,23.0,1,2001,11,24,9.0,10.0,54.4,5.2333,42.0,38.292,3.0,10.076,10.0,11.6,11.599,34.296,2,0,26.118,30.545,34.873,39.105,43.244,26.1466231971069,266.55,0,0,,9,2.7932,2,0,2.5164,2,4.9169,2,0,0.51197,2,0,2087.7,2,0,,9,0,,9,,,9,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 09:10:00,121.03548183088768,11650.381944444445,328
149,149,662,1,23.0,1,2001,11,24,9.0,10.0,54.4,5.2333,42.0,38.292,2.0,25.192,25.0,11.6,11.597,34.298,2,0,26.12,30.547,34.875,39.107,43.246,26.148408146522,266.7,2,0,0.098876,2,2.7821,2,0,2.4915,2,4.9548,2,0,0.5236,2,0,2086.7,2,0,2280.0,2,0,548.69,0,20.0,7.8529,0,8.0535,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 09:10:00,121.03548183088768,11650.381944444445,328
150,150,662,1,23.0,1,2001,11,24,9.0,10.0,54.4,5.2333,42.0,38.292,1.0,38.292,38.0,11.6,11.595,34.349,2,0,26.16,30.586,34.914,39.146,43.285,26.1897562532454,266.0,2,0,0.71172,2,2.5731,2,0,2.4032,2,4.7587,2,0,0.52075,2,0,2092.5,2,0,2284.0,2,0,556.88,0,20.0,7.848,0,8.0479,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 09:10:00,121.03548183088768,11650.381944444445,328
151,151,662,1,24.0,1,2001,11,24,4.0,36.0,54.4,4.0005,51.316,41.316,4.0,5.0381,5.0,11.7,11.699,34.738,2,0,26.443,30.864,35.188,39.415,43.55,26.4852778980324,263.6,2,0,1.8,2,0.51688,2,0,0.3121,2,2.0527,2,0,0.4163,2,0,2086.9,2,0,2297.0,2,0,510.5,0,20.0,7.8812,0,8.0819,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 04:36:00,160.85457960799525,11650.191666666668,328
152,152,662,1,24.0,1,2001,11,24,4.0,36.0,54.4,4.0005,51.316,41.316,3.0,10.076,10.0,11.7,11.699,34.738,2,0,26.443,30.865,35.188,39.415,43.55,26.4852732804008,263.65,0,0,,9,0.45839,2,0,0.30878,2,2.1354,2,0,0.36083,2,0,2086.5,2,0,,9,0,,9,,,9,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 04:36:00,160.85457960799525,11650.191666666668,328
153,153,662,1,24.0,1,2001,11,24,4.0,36.0,54.4,4.0005,51.316,41.316,2.0,25.192,25.0,11.7,11.697,34.738,2,0,26.444,30.865,35.188,39.416,43.55,26.4852601596673,263.8,2,0,1.6142,2,0.4623,2,0,0.29931,2,2.0181,2,0,0.35859,2,0,2085.8,2,0,2297.0,2,0,507.21,0,20.0,7.8836,0,8.0836,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 04:36:00,160.85457960799525,11650.191666666668,328
154,154,662,1,24.0,1,2001,11,24,4.0,36.0,54.4,4.0005,51.316,41.316,1.0,41.316,41.0,11.7,11.695,34.739,2,0,26.445,30.866,35.189,39.417,43.551,26.4860559397075,263.4,2,0,2.0237,2,0.46015,2,0,0.2957,2,2.0407,2,0,0.36366,2,0,2086.6,2,0,2296.0,2,0,511.97,0,20.0,7.88,0,8.0793,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 04:36:00,160.85457960799525,11650.191666666668,328
155,155,662,1,25.0,1,2001,11,24,0.0,29.0,54.4,2.7501,35.191,25.192,3.0,5.0381,5.0,10.1,10.099,34.658,2,0,26.668,31.124,35.48,39.739,43.904,26.7203972595755,272.4,2,0,2.2966,2,0.090433,2,0,0.028907,2,2.3899,2,0,0.20948,2,0,2077.0,2,0,2292.0,2,0,493.27,0,20.0,7.8933,0,8.1193,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 00:29:00,186.90615526406515,11650.020138888889,328
156,156,662,1,25.0,1,2001,11,24,0.0,29.0,54.4,2.7501,35.191,25.192,2.0,10.076,10.0,10.1,10.099,34.658,2,0,26.668,31.124,35.48,39.739,43.904,26.7204887901087,272.4,0,0,,9,0.059573,2,0,0.026759,2,2.3904,2,0,0.18887,2,0,2077.4,2,0,,9,0,,9,,,9,,9,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 00:29:00,186.90615526406515,11650.020138888889,328
157,157,662,1,25.0,1,2001,11,24,0.0,29.0,54.4,2.7501,35.191,25.192,1.0,25.192,25.0,10.1,10.097,34.658,2,0,26.669,31.124,35.48,39.74,43.905,26.720763943487,272.4,2,0,2.3103,2,0.063674,2,0,0.02881,2,2.3283,2,0,0.1961,2,0,2080.9,2,0,2291.0,2,0,506.47,0,20.0,7.8834,0,8.1084,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-24 00:29:00,186.90615526406515,11650.020138888889,328
158,158,662,1,29.0,1,2001,11,10,10.0,55.0,55.0,6.5,51.316,41.316,9.0,5.0381,5.0,12.9,12.899,33.302,2,0,25.098,29.505,33.815,38.029,42.151,25.0865670017396,255.1,2,0,6.4319,2,3.5791,2,0,1.0108,2,4.0634,2,0,0.43346,2,0,2122.7,2,0,2334.0,2,0,503.61,0,20.0,7.8964,0,8.0788,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 10:55:00,118.38349409856652,11636.454861111111,314
159,159,662,1,29.0,1,2001,11,10,10.0,55.0,55.0,6.5,51.316,41.316,7.0,10.076,10.0,12.9,12.899,33.302,2,0,25.098,29.506,33.815,38.03,42.152,25.086600856537,254.8,2,0,6.7355,2,3.5827,2,0,0.99958,2,4.0416,2,0,0.4186,2,0,2122.5,2,0,2332.0,2,0,507.84,0,20.0,7.8929,0,8.0751,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 10:55:00,118.38349409856652,11636.454861111111,314
160,160,662,1,29.0,1,2001,11,10,10.0,55.0,55.0,6.5,51.316,41.316,5.0,20.153,20.0,12.9,12.897,33.31,2,0,25.105,29.512,33.822,38.036,42.158,25.0930980053018,250.2,2,0,11.328,2,2.887,2,0,0.90651,2,4.2441,2,0,0.45927,2,0,2120.8,2,0,2331.0,2,0,505.69,0,20.0,7.8943,0,8.0762,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 10:55:00,118.38349409856652,11636.454861111111,314
161,161,662,1,29.0,1,2001,11,10,10.0,55.0,55.0,6.5,51.316,41.316,3.0,30.23,30.0,13.4,13.396,33.923,2,0,25.48,29.873,34.169,38.37,42.48,25.4817627482494,247.5,2,0,10.277,2,2.21,2,0,1.2113,2,4.2598,2,0,0.42779,2,0,2119.7,2,0,2318.0,2,0,543.64,0,20.0,7.8637,0,8.0366,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 10:55:00,118.38349409856652,11636.454861111111,314
162,162,662,1,29.0,1,2001,11,10,10.0,55.0,55.0,6.5,51.316,41.316,1.0,41.316,41.0,13.4,13.394,33.918,2,0,25.476,29.87,34.166,38.367,42.476,25.4777171586284,246.9,2,0,10.894,2,2.4812,2,0,1.7365,2,4.4577,2,0,0.43727,2,0,2119.2,2,0,2314.0,2,0,552.92,0,20.0,7.8568,0,8.0291,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 10:55:00,118.38349409856652,11636.454861111111,314
163,163,662,1,30.0,1,2001,11,10,5.0,34.0,55.001,5.0009,48.0,36.277,9.0,5.0381,5.0,12.2,12.199,34.742,2,0,26.351,30.762,35.076,39.294,43.419,26.3890662526499,256.6,2,0,6.0523,2,0.23525,2,0,0.05244,2,1.642,2,0,0.26191,2,0,2078.0,2,0,2293.0,2,0,494.81,0,20.0,7.8921,0,8.0853,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 05:34:00,188.6893245373737,11636.231944444444,314
164,164,662,1,30.0,1,2001,11,10,5.0,34.0,55.001,5.0009,48.0,36.277,7.0,10.076,10.0,12.2,12.199,34.742,2,0,26.351,30.762,35.076,39.294,43.419,26.3890328711457,257.3,2,0,5.3559,2,0.24716,2,0,0.047655,2,1.5847,2,0,0.25312,2,0,2081.0,2,0,2294.0,2,0,500.71,0,20.0,7.8879,0,8.0808,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 05:34:00,188.6893245373737,11636.231944444444,314
165,165,662,1,30.0,1,2001,11,10,5.0,34.0,55.001,5.0009,48.0,36.277,5.0,20.153,20.0,12.2,12.197,34.743,2,0,26.352,30.763,35.077,39.295,43.42,26.389774280515,256.8,2,0,5.8612,2,0.23593,2,0,0.045019,2,1.6319,2,0,0.26347,2,0,2081.0,2,0,2293.0,2,0,503.14,0,20.0,7.8859,0,8.0784,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 05:34:00,188.6893245373737,11636.231944444444,314
166,166,662,1,30.0,1,2001,11,10,5.0,34.0,55.001,5.0009,48.0,36.277,3.0,30.23,30.0,12.2,12.196,34.744,2,0,26.353,30.765,35.078,39.296,43.421,26.390515799183,258.1,2,0,4.5665,2,0.23583,2,0,0.048046,2,1.6145,2,0,0.27382,2,0,2079.0,2,0,2294.0,2,0,495.25,0,20.0,7.8919,0,8.0842,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 05:34:00,188.6893245373737,11636.231944444444,314
167,167,662,1,30.0,1,2001,11,10,5.0,34.0,55.001,5.0009,48.0,36.277,1.0,36.277,36.0,12.2,12.195,34.743,2,0,26.353,30.764,35.077,39.295,43.421,26.3896688645459,257.0,2,0,5.6726,2,0.23144,2,0,0.046972,2,1.6765,2,0,0.26933,2,0,2081.0,2,0,2294.0,2,0,500.77,0,20.0,7.8878,0,8.0798,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 05:34:00,188.6893245373737,11636.231944444444,314
168,168,662,1,31.0,1,2001,11,10,0.0,1.0,55.001,3.5038,44.0,33.253,7.0,5.0381,5.0,11.6,11.599,34.785,2,0,26.498,30.921,35.246,39.475,43.611,26.5429789723831,260.8,2,0,5.066,2,0.10185,2,0,0.023632,2,1.948,2,0,0.16825,2,0,2061.1,2,0,2296.0,2,0,445.43,0,20.0,7.9308,0,8.1344,0,0,,,9,0,,,9,0,,,9,0,,,9,0,,,9,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,2001-11-10 00:01:00,233.0796310664865,11636.000694444445,314
