,datetime,par1,par1_type,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pH,pH_total,pH_sws,pH_free,pH_nbs,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,nitrate,datenum,dayofyear,month,year,distance_to_shore
13,1976-06-30,8.293150684931506,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.1827397260274,14.32876712328767,0.0,0.0,394.1161401174169,9750.577130785252,64.77824442689612,0.009054794520547946,0.021917808219178082,26769.401768059644,0.0,0.0,83.14462618,0.0,0.0,8.293150684931506,8.176649705256906,8.168216776498177,8.250026169107004,8.293150684931506,0.038739814449870756,8.518948268012428e-07,5.339793005426858e-10,1.670988370471519e-14,1.4083657799200337e-09,0.14643239999505414,0.002793397069450729,0.018765234162033156,6.675733587724265e-07,7.164874589741179e-10,2.0170076891816646e-10,1.8749665446086078e-10,1.592994487263763e-07,4.043636541073361e-07,6.326634584928933e-07,0.9963563217692446,0.984059272669415,0.7500709849511746,1e-07,1e-07,4.1869901018819204,52.56961861478443,0.058493150684931515,2372.0,182,6,1976,28.270283514715068
14,1976-07-31,8.431313131313132,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.44777777777778,17.655555555555555,0.0,0.0,397.26403492063497,9828.457196973945,65.29564292504507,0.009929292929292928,0.018787878787878787,26983.215038142487,0.0,0.0,83.14462618,0.0,0.0,8.431313131313132,8.308395745932566,8.2995835231952,8.39130364239952,8.431313131313132,0.03495785023584107,9.081573047974642e-07,6.007219055099064e-10,2.2552994298750823e-14,1.5280051106789167e-09,0.12857245129170192,0.0026326320304617627,0.018426746419040834,7.04757372519776e-07,8.391649703041477e-10,2.2895076032784584e-10,2.40375339970614e-10,1.7868539706327905e-07,4.073754773483293e-07,6.323446692052274e-07,0.9965071977826635,0.9803914318575452,0.7383927567487513,1e-07,1e-07,4.240912554822198,52.702616490238135,0.023232323232323236,2403.0,213,7,1976,26.933742593562997
15,1976-08-31,8.36547619047619,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.382820238095235,18.31904761904762,0.0,0.0,396.49252494217694,9809.369758560779,65.16883496953365,0.010963414634146343,0.02,26930.812057195657,0.0,0.0,83.14462618,0.0,0.0,8.36547619047619,8.241080512829773,8.232203669435142,8.325871972702158,8.36547619047619,0.03428587311596193,9.179900825207012e-07,6.129152120006138e-10,2.383608052071861e-14,1.5497156059373043e-09,0.12495109837267111,0.0025956615377377944,0.018331800419675404,7.107149679075761e-07,8.652526132863211e-10,2.3437582571688955e-10,2.521056444050757e-10,1.825182891126338e-07,4.0621809462094203e-07,6.296252359046224e-07,0.9965365003085539,0.9795958792418333,0.7357571146967666,1e-07,1e-07,4.177777926614199,52.58927707599222,0.02119047619047619,2434.0,244,8,1976,29.670800404842506
16,1976-09-30,8.14642857142857,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.44025882352941,16.613095238095237,0.0,0.0,397.1747312268908,9826.247791001235,65.28096467182799,0.02531764705882353,0.06258823529411765,26977.149297073123,0.0,0.0,83.14462618,0.0,0.0,8.14642857142857,8.025305940299612,8.016600411174,8.105335909508256,8.146249999999998,0.03599868623071006,8.92080357135854e-07,5.810671067985549e-10,2.057309550220565e-14,1.4928622035087705e-09,0.1335244478132217,0.002681443853028841,0.0185474365533933,6.946758967562053e-07,7.987044178293806e-10,2.205014786812043e-10,2.221372056628653e-10,1.7272809847570577e-07,4.076244877235351e-07,6.342243927182319e-07,0.9964613718721758,0.9816214289732988,0.7420097023135123,1.0000000000000001e-07,1.0000000000000001e-07,4.299159357375814,52.66859564239319,0.039058823529411764,2464.0,274,9,1976,23.279629875626924
17,1976-10-31,8.127777777777778,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.50853,14.63855421686747,0.0,0.0,397.9855977428572,9846.308924514686,65.41424139922415,0.0370609756097561,0.11329268292682926,27032.225477256212,0.0,0.0,83.14462618,0.0,0.0,8.127777777777778,8.021128789593273,8.012629959444391,8.09560462561564,8.13780487804878,0.03820632125376336,8.612434848657734e-07,5.451244777429707e-10,1.7166078391982463e-14,1.4274428624605996e-09,0.1448029659955475,0.0027908904709141257,0.018803421237747035,6.754096989736696e-07,7.244757488823594e-10,2.046069437077291e-10,1.902046349516879e-10,1.6132283702645052e-07,4.097916606326743e-07,6.402583329872967e-07,0.9963719477047929,0.9838338156189915,0.749603788666316,1e-07,1e-07,4.207534296336427,52.621733047058214,0.09402439024390244,2495.0,305,10,1976,29.350725502692352
18,1976-11-30,8.057333333333332,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.93004666666666,11.408,0.0,0.0,402.99201140952385,9970.169425611919,66.23711226187106,0.03574666666666667,0.12719999999999998,27372.274222329626,0.0,0.0,83.14462618,0.0,0.0,8.057333333333332,7.947802394256447,7.939627130080092,8.01392536919162,8.057333333333332,0.04222697626699348,8.125986919873451e-07,4.933148079975463e-10,1.2784947106455647e-14,1.3295751293462968e-09,0.16677492539191974,0.0029934721693144852,0.019226149346869153,6.44523344664253e-07,6.155636673657505e-10,1.808101205226921e-10,1.476185234826899e-10,1.4377282634250016e-07,4.1596839256143485e-07,6.535627465675375e-07,0.9962187720884657,0.9869061523093952,0.7626077496415121,1e-07,1e-07,4.012848193665455,52.44683994120979,0.11666666666666667,2525.0,335,11,1976,35.889306038328364
19,1976-12-31,8.057142857142857,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.86817619047619,6.923809523809524,0.0,0.0,402.25716692517005,9951.989104903183,66.11633076936725,0.035404761904761904,0.22761904761904758,27322.361657894056,0.0,0.0,83.14462618,0.0,0.0,8.057142857142857,7.9564345140366,7.948770355861518,8.011617144807909,8.057142857142857,0.04913175692316359,7.379513590915649e-07,4.2041803433946326e-10,8.245263424768786e-15,1.1876426085690488e-09,0.20220227808116634,0.0032700917113304786,0.019620288143043545,5.92852392617312e-07,4.88044068890843e-10,1.500020867947164e-10,1.0298888993677334e-10,1.205459682991782e-07,4.1498363160360136e-07,6.568755454645238e-07,0.9959917710485885,0.9903157004105445,0.7791796867684239,1e-07,1e-07,4.188327570761702,52.59779706769517,0.2016666666666667,2556.0,366,12,1976,29.422367930737675
20,1977-01-31,7.952173913043478,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.94813111111111,3.8304347826086955,0.0,0.0,403.2068029396825,9975.483446451635,66.27241611478432,0.0402,0.28782608695652173,27386.863426327924,0.0,0.0,83.14462618,0.0,0.0,7.952173913043478,7.856571840596521,7.84925405836047,7.904997287814644,7.9511111111111115,0.054827993600524295,6.87663872219336e-07,3.761717462190586e-10,6.025701672283585e-15,1.096876962027832e-09,0.23268762171452917,0.003488702818330792,0.01986525666658907,5.573497717362685e-07,4.14248632990227e-10,1.310607884561613e-10,7.975670171177615e-11,1.0586159713113549e-07,4.154574849171068e-07,6.600789429319339e-07,0.9958249090599639,0.9921910548968382,0.7909501211537178,1e-07,1e-07,4.088279574722388,52.54976578201144,0.2947826086956522,2587.0,31,1,1977,34.07119255242432
21,1977-02-28,8.08804347826087,3.0,1.0,4.0,1.0,1.0,3.0,4.0,32.991532222222226,4.377173913043478,0.0,0.0,391.84514127936507,9694.391790779258,64.40497547683312,0.04231818181818182,0.33999999999999997,26615.14957150537,0.0,0.0,83.14462618,0.0,0.0,8.08804347826087,7.9904963252950365,7.983209105936258,8.039567699025762,8.087777777777777,0.0540362218921211,6.872456946527717e-07,3.7458309377200064e-10,6.255243452176164e-15,1.0951152493492694e-09,0.2220203955344173,0.003387984627145651,0.019615818617824923,5.540117856927927e-07,4.216017543648855e-10,1.3295582365069946e-10,8.348551412657167e-11,1.074835699949828e-07,4.027377501582066e-07,6.409101325374538e-07,0.9958553525651708,0.9918903675656,0.786065259670862,1e-07,1e-07,4.109233288972823,52.56933371267086,0.41086956521739126,2615.0,59,2,1977,33.257540734093226
22,1977-03-31,8.208888888888888,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.31680333333333,5.894444444444445,0.0,0.0,395.7084327333333,9789.97103117626,65.0399589566341,0.02390909090909091,0.18433333333333332,26877.55445816537,0.0,0.0,83.14462618,0.0,0.0,8.208888888888888,8.109239977392425,8.101744107915016,8.16178071838374,8.208888888888888,0.05105964187023908,7.153484246866827e-07,3.989142262540768e-10,7.326694403558672e-15,1.145559757392639e-09,0.2089062657823586,0.003304640428088951,0.019585054152149693,5.75261014732278e-07,4.6032201798511926e-10,1.4258584836341938e-10,9.448585600763589e-11,1.1495636197783826e-07,4.072296276217384e-07,6.463448193243054e-07,0.9959376755466737,0.9909943280124114,0.7813967167659253,1e-07,1e-07,4.082012301946861,52.56105180710307,0.325,2646.0,90,3,1977,34.78218815254048
23,1977-04-30,7.44390243902439,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.467636144578314,7.871428571428571,0.0,0.0,397.4998955800345,9834.292475759805,65.33440977037326,0.012341463414634147,0.07216867469879518,26999.235312650562,0.0,0.0,83.14462618,0.0,0.0,7.44390243902439,7.331344637508037,7.3236105506570714,7.388386983007233,7.434567901234568,0.04755501819891917,7.494325499716058e-07,4.297889846893372e-10,8.915245332373358e-15,1.2079554633255765e-09,0.19210054861942816,0.003183522242867959,0.019459842802045282,5.994998207849083e-07,5.105624414180769e-10,1.5539798155849438e-10,1.1082512178655051e-10,1.2480036795614682e-07,4.095213964459245e-07,6.479899868672298e-07,0.9960420211026628,0.9896968527853931,0.7745875496400371,1e-07,1e-07,4.0119320911551,52.54390251212406,0.14195121951219514,2676.0,120,4,1977,39.01893371739094
24,1977-05-31,8.460638297872341,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.44323440860215,10.60531914893617,0.0,0.0,397.2100726758833,9827.122151346417,65.2867735103611,0.010166666666666668,0.03144444444444445,26979.549780968206,0.0,0.0,83.14462618,0.0,0.0,8.460638297872341,8.352684436587452,8.344644037322501,8.41633594865512,8.461290322580645,0.04346169295544353,7.938279798186546e-07,4.726984964094229e-10,1.1664127088098567e-14,1.2921375557571757e-09,0.17117368685586676,0.0030160062224771794,0.0192082121949247,6.299119223994757e-07,5.893554961926544e-10,1.7402681239637305e-10,1.3834631058623822e-10,1.3888263067768805e-07,4.090225362769869e-07,6.44322344994671e-07,0.9961795897479448,0.9876011291863164,0.7644934764352946,1e-07,1e-07,4.195462220255424,52.62555127217666,0.08577777777777777,2707.0,151,5,1977,30.271653196798265
25,1977-06-30,8.380434782608695,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.23376195652174,13.548913043478262,0.0,0.0,394.7221384378882,9765.569750379876,64.87784833379037,0.012760869565217391,0.014891304347826088,26810.562763157777,0.0,0.0,83.14462618,0.0,0.0,8.380434782608695,8.265793740810135,8.25744569587114,8.33690361752377,8.380681818181818,0.03956595468362638,8.399088875922531e-07,5.202779241521883e-10,1.533824355938433e-14,1.3830508519842141e-09,0.15065459869397427,0.0028350646848858928,0.018864888904122683,6.600312277778661e-07,6.846541136567017e-10,1.9540808844074058e-10,1.7443326533916432e-10,1.5477154293343064e-07,4.0557158107342877e-07,6.356342197003808e-07,0.9963215207560998,0.9849561777679586,0.7530409181878375,1e-07,1e-07,4.120149377317813,52.59728465568284,0.06304347826086956,2737.0,181,6,1977,33.612278152672225
26,1977-07-31,8.292391304347827,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.237858241758246,16.05108695652174,0.0,0.0,394.7707906028258,9766.773422695003,64.88584496603,0.016228260869565216,0.035,26813.867345785908,0.0,0.0,83.14462618,0.0,0.0,8.292391304347827,8.172390891207815,8.163766318452513,8.250469685744227,8.292307692307693,0.03665983327710688,8.804059620678918e-07,5.663799474368218e-10,1.9376129925558028e-14,1.4674538872337547e-09,0.13627102034902847,0.002702299695787368,0.01858025822616133,6.862540024839955e-07,7.755498678808981e-10,2.1524541116188511e-10,2.1225629126273796e-10,1.6908254677951317e-07,4.049208747351454e-07,6.311928454629189e-07,0.9964363054094894,0.9823016721177817,0.7438293950462639,1e-07,1e-07,4.043718270473309,52.52630464611952,0.06119565217391304,2768.0,212,7,1977,36.58397544520574
27,1977-08-31,8.021705426356588,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.163429457364344,17.483464566929136,0.0,0.0,393.8867892978959,9744.902907813614,64.7405475605815,0.01946456692913386,0.03048,26753.823658947545,0.0,0.0,83.14462618,0.0,0.0,8.021705426356588,7.9046053265295795,7.895837273020119,7.986668146393291,8.027559055118111,0.03516556933297391,9.020227089947573e-07,5.923615626972057e-10,2.1989712217251796e-14,1.514262306362165e-09,0.12859007710267117,0.002625532978044767,0.018389823932873188,6.994966892778088e-07,8.302563814111723e-10,2.267887930770518e-10,2.3661934435280415e-10,1.7729359136811213e-07,4.030930979939507e-07,6.264127006356351e-07,0.9965000794170947,0.9806385563817125,0.7383959381274805,1e-07,1e-07,3.9792765883148506,52.45864899086758,0.05888,2799.0,243,8,1977,38.4847403775881
28,1977-09-30,8.1,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.15590947368421,16.82688172043011,0.0,0.0,393.7974733774436,9742.693199347685,64.72586729774186,0.027915789473684206,0.06726315789473684,26747.7570874081,0.0,0.0,83.14462618,0.0,0.0,8.1,7.978336948512913,7.969637724054022,8.058564469448573,8.1,0.035851089219184694,8.915255349446839e-07,5.795556042984772e-10,2.0726796389966872e-14,1.4913753861988811e-09,0.13174247277688772,0.002656587693029474,0.018466823653791244,6.9297999569263e-07,8.050095120787384e-10,2.2131587523351166e-10,2.2487742742810918e-10,1.734321425282315e-07,4.0305606889813343e-07,6.272988886541391e-07,0.9964711611173086,0.9814324093272068,0.7406850819497635,9.999999999999998e-08,9.999999999999998e-08,4.115014397840575,52.58335054056527,0.08157894736842106,2829.0,273,9,1977,33.37797730097668
29,1977-10-31,8.082608695652175,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.61101847826087,14.86111111111111,0.0,0.0,399.2028680403727,9876.424635892055,65.61431600881149,0.03023076923076923,0.11869565217391305,27114.90566803655,0.0,0.0,83.14462618,0.0,0.0,8.082608695652175,7.9651796541953725,7.956654119342233,8.04023708698766,8.082222222222223,0.03792408632583483,8.651514619416388e-07,5.494721828163897e-10,1.7466766136048553e-14,1.4353744342176823e-09,0.14357343437661968,0.002780980665344477,0.018787912406785033,6.781070265985408e-07,7.311940688372041e-10,2.0628655353807301e-10,1.929480678505036e-10,1.6254091755483892e-07,4.1036805369553477e-07,6.408468562165279e-07,0.9963825046798419,0.9836336457946586,0.7489193408816348,1e-07,1e-07,4.088279574722388,52.54976578201144,0.11641304347826088,2860.0,304,10,1977,34.07119255242432
30,1977-11-30,8.11081081081081,3.0,1.0,4.0,1.0,1.0,3.0,4.0,33.49799864864865,11.486486486486486,0.0,0.0,397.8605153783784,9843.214341171339,65.39368244424888,0.038041095890410964,0.2280821917808219,27023.729555044465,0.0,0.0,83.14462618,0.0,0.0,8.11081081081081,8.000380336247344,7.99223542718174,8.066543094191497,8.11081081081081,0.04234121227631895,8.092828945255863e-07,4.901191801811985e-10,1.2958199216147987e-14,1.3237866176130073e-09,0.16518392789659164,0.00296642292402169,0.019122231740402295,6.406668948267004e-07,6.19648791567202e-10,1.8099546117931244e-10,1.4993603241548446e-10,1.4393748399927715e-07,4.097931415544936e-07,6.442651005145981e-07,0.9962213123310356,0.9867584906759882,0.7611054080432652,1e-07,1e-07,3.7082421356258393,52.23208832099637,0.23191780821917807,2890.0,334,11,1977,34.102944748397356
